Symbol,Name,ISIN,Exchange,Series,yfinance_symbol
KRISHCA,KRISHCA STRAPPING SLTN L,INE0NR701018,NSE,SM,KRISHCA.NS
KRISHIVAL,KRISHIVAL FOODS LIMITED,INE0GGO01015,NSE,BE,KRISHIVAL.NS
KRISHNADEF,KRISHNA DEF AND ALD IND L,INE0J5601015,NSE,SM,KRISHNADEF.NS
KRISNAFILA,KRISHNAFILA - DEPO.SETT,INE073A01019,NSE,BE,KRISNAFILA.NS
KRITI,KRITI INDUSTRIES IND LTD,INE479D01038,NSE,BE,KRITI.NS
KRITIKA,KRITIKA WIRES LIMITED,INE00Z501011,NSE,SM,KRITIKA.NS
KRITIKA,KRITIKA WIRES LIMITED,INE00Z501029,NSE,BE,KRITIKA.NS
KRITINUT,KRITI NUTRIENTS LIMITED,INE798K01010,NSE,BE,KRITINUT.NS
KRN,KRN HEAT EXCHANGE N REF L,INE0Q3J01015,NSE,BE,KRN.NS
KRONECOMM,KRONE COMM LTD,INE833A01016,NSE,BE,KRONECOMM.NS
KRONOX,KRONOX LAB SCIENCES LTD,INE0ATZ01017,NSE,BE,KRONOX.NS
KROSS,KROSS LIMITED,INE0O6601022,NSE,BE,KROSS.NS
KRSNAA,KRSNAA DIAGNOSTICS LTD,INE08LI01020,NSE,BE,KRSNAA.NS
KRYSTAL,KRYSTAL INTEGRATED SER L,INE0QN801017,NSE,BE,KRYSTAL.NS
KSB,KSB LIMITED,INE999A01023,NSE,BE,KSB.NS
KSCL,KAVERI SEED CO. LTD.,INE455I01029,NSE,BE,KSCL.NS
KSERASERA,KSS LIMITED,INE216D01026,NSE,BE,KSERASERA.NS
KSHITIJPOL,KSHITIJ POLYLINE LIMITED,INE013801027,NSE,BE,KSHITIJPOL.NS
KSHITIJPOL,KSHITIJ POLYLINE LIMITED,INE013801019,NSE,SM,KSHITIJPOL.NS
KSK,KSK ENERGY VENTURES LTD,INE143H01015,NSE,BE,KSK.NS
KSL,KALYANI STEELS LIMITED,INE907A01026,NSE,BE,KSL.NS
KSOLVES,KSOLVES INDIA LIMITED,INE0D6I01015,NSE,SM,KSOLVES.NS
KSOLVES,KSOLVES INDIA LIMITED,INE0D6I01023,NSE,BE,KSOLVES.NS
KTKBANK,KARNATAKABANK-,INE614B01018,NSE,BE,KTKBANK.NS
KTL,KALAHRIDHAAN TRENDZ LTD,INE02M801018,NSE,SM,KTL.NS
KUANTUM,KUANTUM PAPERS LIMITED,INE529I01021,NSE,BE,KUANTUM.NS
KUNDANMM,KUNDAN MIN AND METALS LTD,INE889B01016,NSE,BE,KUNDANMM.NS
KUSUMINGOT,KUSUM INGOTS & ALLOYS LTD,INE121501014,NSE,EQ,KUSUMINGOT.NS
KWALITY,KWALITY LIMITED,INE775B01025,NSE,BE,KWALITY.NS
LABHCONST,LABH CONSTRUCTION LTD.,INE116101010,NSE,EQ,LABHCONST.NS
LAGNAM,LAGNAM SPINTEX LIMITED,INE548Z01017,NSE,BE,LAGNAM.NS
LAKHNNATNL,LAKHANPAL NATIONAL,INE795A01017,NSE,BE,LAKHNNATNL.NS
LAKPRE,LAKSHMI PRE SCRE LTD,INE651C01018,NSE,BE,LAKPRE.NS
LAKSELECON,LAKSHMI ELECT CONTROL SYS,INE117401013,NSE,EQ,LAKSELECON.NS
LAKSHMIEFL,LAKSHMI ENG. & FOODS LTD,INE992B01026,NSE,BE,LAKSHMIEFL.NS
LAKSHMILL,LAKSHMILLSCO,INE938C01019,NSE,BE,LAKSHMILL.NS
LAKSHVILAS,LAKSHMIVILASBANK,INE694C01018,NSE,BE,LAKSHVILAS.NS
LAKSHYA,LAKSHYA POWERTECH LIMITED,INE0VZS01015,NSE,SM,LAKSHYA.NS
LAL,LORENZINI APPARELS LTD,INE740X01023,NSE,BE,LAL.NS
LALPATHLAB,DR. LAL PATH LABS LTD.,INE600L01024,NSE,BE,LALPATHLAB.NS
LAMBODHARA,LAMBODHARA TEXTILES LTD.,INE112F01022,NSE,BE,LAMBODHARA.NS
LAMOSAIC,LAMOSAIC INDIA LIMITED,INE0R0201012,NSE,SM,LAMOSAIC.NS
LANCER,LANCER CONTAINER LINE LTD,INE359U01028,NSE,BE,LANCER.NS
LANCOIND,LANCO INDUSTRIES,INE943C01019,NSE,BE,LANCOIND.NS
LANCORHOL,LANCOR HOLDINGS LIMITED,INE572G01025,NSE,BE,LANCORHOL.NS
LANDMARK,LANDMARK CARS LIMITED,INE559R01029,NSE,BE,LANDMARK.NS
LAOPALA,LA OPALA RG LIMITED,INE059D01020,NSE,BE,LAOPALA.NS
LASA,LASA SUPERGENERICS LTD,INE670X01014,NSE,BE,LASA.NS
LATENTVIEW,LATENT VIEW ANALYTICS LTD,INE0I7C01011,NSE,BE,LATENTVIEW.NS
LATTEYS,LATTEYS INDUSTRIES LTD,INE262Z01023,NSE,BE,LATTEYS.NS
LAURUSLABS,LAURUS LABS LIMITED,INE947Q01028,NSE,BE,LAURUSLABS.NS
LAWSIKHO,ADDICTIVE LEARNING TECH L,INE0RDH01021,NSE,SM,LAWSIKHO.NS
LAXMICOT,LAXMI COTSPIN LIMITED,INE801V01019,NSE,BE,LAXMICOT.NS
LAXMIDENTL,LAXMI DENTAL LIMITED,INE0WO601020,NSE,BE,LAXMIDENTL.NS
LAXMIINDIA,LAXMI INDIA FINANCE LTD,INE06WU01026,NSE,BE,LAXMIINDIA.NS
LCCINFOTEC,LCC INFOTECH LTD,INE938A01021,NSE,BE,LCCINFOTEC.NS
LDTEXT,LD TEXTILES IND. LTD.,INE122001014,NSE,EQ,LDTEXT.NS
LEEL,LEEL ELECTRICALS LIMITED,INE245C01019,NSE,BE,LEEL.NS
LEENATEX,LEENA TEXTILES LTD,INE113401017,NSE,EQ,LEENATEX.NS
LEMERITE,LE MERITE EXPORTS LIMITED,INE0G1L01017,NSE,SM,LEMERITE.NS
LEMONTREE,LEMON TREE HOTELS LTD,INE970X01018,NSE,BE,LEMONTREE.NS
LEXUS,LEXUS GRANITO (INDIA) LTD,INE500X01013,NSE,BE,LEXUS.NS
LFIC,LAKSHMI FIN IND CORP LTD,INE850E01012,NSE,BE,LFIC.NS
LGBBROSLTD,LG BALAKRISHNAN & BROS,INE337A01034,NSE,BE,LGBBROSLTD.NS
LGBFORGE,LGB FORGE LIMITED,INE201J01017,NSE,BE,LGBFORGE.NS
LGHL,LAXMI GOLDORNA HOUSE LTD,INE258Y01016,NSE,BE,LGHL.NS
LIBAS,LIBAS CONSU PRODUCTS LTD,INE908V01012,NSE,BE,LIBAS.NS
LIBERTSHOE,LIBERTYSHOESLTD,INE557B01019,NSE,BE,LIBERTSHOE.NS
LICHSGFIN,LIC HOUSING. FIN.- DEP RS,INE115A01026,NSE,BE,LICHSGFIN.NS
LICI,LIFE INSURA CORP OF INDIA,INE0J1Y01017,NSE,BE,LICI.NS
LICMFGOLD,LIC MF - LIC GOLD ETF,INF397L01554,NSE,EQ,LICMFGOLD.NS
LICNETFGSC,LICNAMC - LICNMFET,INF767K01MV5,NSE,EQ,LICNETFGSC.NS
LICNETFN50,LICNAMC - LICNFENGP,INF767K01OS7,NSE,EQ,LICNETFN50.NS
LICNETFSEN,LICNAMC - LICNFESGP,INF767K01OT5,NSE,EQ,LICNETFSEN.NS
LICNFNHGP,LICNAMC - LICNFNHGP,INF767K01PC8,NSE,EQ,LICNFNHGP.NS
LICNMID100,LICNAMC - LICNMID100,INF767K01RN1,NSE,EQ,LICNMID100.NS
LIKHITHA,LIKHITHA INFRASTRUC LTD,INE060901027,NSE,BE,LIKHITHA.NS
LINC,LINC LIMITED,INE802B01027,NSE,BE,LINC.NS
LINCOLN,LINCOLN PHARMA LTD,INE405C01035,NSE,BE,LINCOLN.NS
LINDEINDIA,LINDE INDIA LIMITED,INE473A01011,NSE,BE,LINDEINDIA.NS
LIQGRWBEES,NIPPONAMC - LIQGRWBEES,INF204KC1FU1,NSE,EQ,LIQGRWBEES.NS
LIQUID,MIRAEAMC - LIQUID,INF769K01KS1,NSE,EQ,LIQUID.NS
LIQUID1,KOTAKMAMC - KOTAKLIQ,INF174KA1LV5,NSE,EQ,LIQUID1.NS
LIQUIDADD,DSPAMC - LIQUIDADD,INF740KA1UM0,NSE,EQ,LIQUIDADD.NS
LIQUIDBEES,NIP IND ETF LIQUID BEES,INF732E01037,NSE,EQ,LIQUIDBEES.NS
LIQUIDBETF,BFAM - LIQUIDBETF,INF0QA701854,NSE,EQ,LIQUIDBETF.NS
LIQUIDCASE,ZERODHAAMC - LIQUIDCASE,INF0R8F01034,NSE,EQ,LIQUIDCASE.NS
LIQUIDETF,DSP LIQUID ETF,INF740KA1EU7,NSE,EQ,LIQUIDETF.NS
LIQUIDIETF,ICICIPRAMC - ICICILIQ,INF109KC1KT9,NSE,EQ,LIQUIDIETF.NS
LIQUIDPLUS,MIRAEAMC - LIQUIDPLUS,INF769K01MY5,NSE,EQ,LIQUIDPLUS.NS
LIQUIDSBI,SBIAMC - LIQUIDSBI,INF200KA13Z8,NSE,EQ,LIQUIDSBI.NS
LIQUIDSHRI,SHRIRAM - LIQUIDSHRI,INF680P01422,NSE,EQ,LIQUIDSHRI.NS
LKPMERFIN,LKP MERCHANT FINANCING LT,INE115201019,NSE,EQ,LKPMERFIN.NS
LLOYDMETAL,LLOYD METALS & ENGG LTD,INE115301017,NSE,EQ,LLOYDMETAL.NS
LLOYDMETAL,LLOYDSMETALENG-ROLL SETT,INE281B01016,NSE,BE,LLOYDMETAL.NS
LLOYDS,LLOYDS LUXURIES LIMITED,INE0DTQ01028,NSE,SM,LLOYDS.NS
LLOYDS-RE1,LLOYDS ENG WORKS LTD,INE093R20029,NSE,BE,LLOYDS-RE1.NS
LLOYDSENGG,LLOYDS ENGG WORK LIMITED,INE093R01011,NSE,BE,LLOYDSENGG.NS
LLOYDSENT,LLOYDS ENTERPRISES LTD,INE080I01025,NSE,BE,LLOYDSENT.NS
LLOYDSME,LLOYDS METALS N ENERGY L,INE281B01032,NSE,BE,LLOYDSME.NS
LMW,LMW LIMITED,INE269B01029,NSE,BE,LMW.NS
LODHA,LODHA DEVELOPERS LIMITED,INE670K01029,NSE,BE,LODHA.NS
LOKESHMACH,LOKESH MACHINES LTD,INE397H01017,NSE,BE,LOKESHMACH.NS
LOKHSG,LOK HOUSING & CONSTRUCTIO,INE115701018,NSE,EQ,LOKHSG.NS
LORDSCHLO,LORDS CHLORO ALKALI LTD,INE846D01012,NSE,BE,LORDSCHLO.NS
LOTUSDEV,SRI LOTUS DEVLPRS N RTY L,INE0V9Q01010,NSE,BE,LOTUSDEV.NS
LOTUSEYE,LOTUS EYE HOSP & INST L,INE947I01017,NSE,BE,LOTUSEYE.NS
LOVABLE,LOVABLE LINGERIE LTD,INE597L01014,NSE,BE,LOVABLE.NS
LOWVOL,MIRAEAMC - MANV30F,INF769K01JU9,NSE,EQ,LOWVOL.NS
LOWVOL1,KOTAKMAMC - KOTAKLOVOL,INF174KA1IY5,NSE,EQ,LOWVOL1.NS
LOWVOLIETF,ICICI PR NIF LW VL 30 ETF,INF109KC19U5,NSE,EQ,LOWVOLIETF.NS
LOYALTEX,LOYAL TEXTILE MILLS LTD,INE970D01010,NSE,BE,LOYALTEX.NS
LPDC,LANDMARK PR.DEV.CO.LTD,INE197J01017,NSE,BE,LPDC.NS
LRRPL,LEAD REC AND RUB PROD LTD,INE0H4B01011,NSE,SM,LRRPL.NS
LT,LARSEN & TOUBRO LTD.,INE018A01030,NSE,BE,LT.NS
LTF,L&T FINANCE LIMITED,INE498L01015,NSE,BE,LTF.NS
LTFOODS,LT FOODS LIMITED,INE818H01020,NSE,BE,LTFOODS.NS
LTGILTBEES,NIP IND ETF LONGTERM GILT,INF204KB1882,NSE,EQ,LTGILTBEES.NS
LTGILTCASE,ZERODHAAMC - LTGILTCASE,INF0R8F01133,NSE,EQ,LTGILTCASE.NS
LTIM,LTIMINDTREE LIMITED,INE214T01019,NSE,BE,LTIM.NS
LTTS,L&T TECHNOLOGY SER. LTD.,INE010V01017,NSE,BE,LTTS.NS
LUMAXIND,LUMAX INDUSTRIES LTD,INE162B01018,NSE,BE,LUMAXIND.NS
LUMAXTECH,LUMAX AUTO TECH LTD,INE872H01027,NSE,BE,LUMAXTECH.NS
LUNARDIAM,LUNAR DIAMONDS LTD,INE109601018,NSE,EQ,LUNARDIAM.NS
LUPIN,LUPIN LIMITED,INE326A01037,NSE,BE,LUPIN.NS
LUXIND,LUX INDUSTRIES LIMITED,INE150G01020,NSE,BE,LUXIND.NS
LXCHEM,LAXMI ORGANIC INDUS LTD,INE576O01020,NSE,BE,LXCHEM.NS
LYKALABS,LYKA LABS LTD.,INE933A01014,NSE,BE,LYKALABS.NS
LYPSAGEMS,LYPSA GEMS & JEWEL LTD,INE142K01011,NSE,BE,LYPSAGEMS.NS
MAANALU,MAAN ALUMINIUM LIMITED,INE215I01027,NSE,BE,MAANALU.NS
MACOBSTECH,MACOBS TECHNOLOGIES LTD,INE0R0J01010,NSE,SM,MACOBSTECH.NS
MACPOWER,MACPOWER CNC MACHINES LTD,INE155Z01011,NSE,BE,MACPOWER.NS
MADHAV,MADHAV MARBLE & GRANITE,INE925C01016,NSE,BE,MADHAV.NS
MADHAVBAUG,VAIDYA SANE AYUR LAB LTD,INE0JR301013,NSE,SM,MADHAVBAUG.NS
MADHUCON,MADHUCON PROJECTS LTD.,INE378D01032,NSE,BE,MADHUCON.NS
MADHURFOOD,MADHUR FOOD PRODUCTS LTD,INE112401018,NSE,EQ,MADHURFOOD.NS
MADHUSUDAN,MADHUSUDAN MASALA LIMITED,INE0P6701019,NSE,SM,MADHUSUDAN.NS
MADHUSYNTX,MADHUMILAN SYNTEX LTD,INE112301010,NSE,EQ,MADHUSYNTX.NS
MADRASALMN,MADRAS ALUMINUM CO.,INE223B01018,NSE,BE,MADRASALMN.NS
MADRASFERT,MADRAS FERTILISERS LTD,INE414A01015,NSE,BE,MADRASFERT.NS
MADRASMFIN,MADRAS MOTOR FIN. & GUAR.,INE106801017,NSE,EQ,MADRASMFIN.NS
MADSUDIND,MADHUSUDAN IND. LTD.,INE112501015,NSE,EQ,MADSUDIND.NS
MADURACOAT,MADURA COATS  LTD.,INE122A01014,NSE,BE,MADURACOAT.NS
MAFANG,MIRAEAMC - MAFANG,INF769K01HF4,NSE,EQ,MAFANG.NS
MAFATLAFIN,MAFATLALFINANCE,INE965B01014,NSE,BE,MAFATLAFIN.NS
MAFATLAIND,MAFATLALINDUS-ROLLSETT,INE270B01019,NSE,BE,MAFATLAIND.NS
MAGADSUGAR,MAGADH SUGAR & ENERGY LTD,INE347W01011,NSE,BE,MAGADSUGAR.NS
MAGNUM,MAGNUM VENTURES LTD.,INE387I01016,NSE,BE,MAGNUM.NS
MAGSON,MAGSON RETAIL AND DIST L,INE0O1S01012,NSE,SM,MAGSON.NS
MAHABANK,BANK OF MAHARASHTRA,INE457A01014,NSE,BE,MAHABANK.NS
MAHAGRO,MAHADEV INDUSTRIES LTD.,INE460801017,NSE,EQ,MAHAGRO.NS
MAHAPEXLTD,MAHA RASHTRA APEX COPR. L,INE843B01013,NSE,BE,MAHAPEXLTD.NS
MAHASTEEL,MAHAMAYA STEEL INDS LTD,INE451L01014,NSE,BE,MAHASTEEL.NS
MAHENDSUIT,MAHENDRA PETROCHEMICALS L,IN8452H01019,NSE,EQ,MAHENDSUIT.NS
MAHEPC,MAHINDRA EPC IRRIG LTD,INE215D01010,NSE,BE,MAHEPC.NS
MAHESHWARI,MAHESHWARI LOGISTICS LTD.,INE263W01010,NSE,BE,MAHESHWARI.NS
MAHICKRA,MAHICKRA CHEMICAL LIMITED,INE961Y01015,NSE,SM,MAHICKRA.NS
MAHKTECH,MIRAEAMC - MAHKTECH,INF769K01HS7,NSE,EQ,MAHKTECH.NS
MAHLIFE,MAHINDRA LIFESPACE DEVLTD,INE813A01018,NSE,BE,MAHLIFE.NS
MAHLOG,MAHINDRA LOGISTIC LIMITED,INE766P01016,NSE,BE,MAHLOG.NS
MAHSCOOTER,MAHSCOOTER - DEP SETT,INE288A01013,NSE,BE,MAHSCOOTER.NS
MAHSEAMLES,MAHARASHTRA SEAMLESS LTD,INE271B01025,NSE,BE,MAHSEAMLES.NS
MAIKALFIBR,MAIKAAL FIBRES LTD,INE104601013,NSE,EQ,MAIKALFIBR.NS
MAITHANALL,MAITHAN ALLOYS LTD,INE683C01011,NSE,BE,MAITHANALL.NS
MAITREYA,MAITREYA MEDICARE LIMITED,INE0PLQ01011,NSE,SM,MAITREYA.NS
MAJESAUTO,MAJESTIC AUTO LTD,INE201B01014,NSE,BE,MAJESAUTO.NS
MAJESTIND,MAJESTIC INDUSTRIES LTD,INE104801019,NSE,EQ,MAJESTIND.NS
MAKEINDIA,MIRAEAMC - MAMFGETF,INF769K01IB1,NSE,EQ,MAKEINDIA.NS
MAKS,MAKS ENERGY SOL INDIA LTD,INE0CDK01019,NSE,SM,MAKS.NS
MAL,MANGALAM ALLOYS LIMITED,INE00C401011,NSE,SM,MAL.NS
MALLCOM,MALLCOM (INDIA) LIMITED,INE389C01015,NSE,BE,MALLCOM.NS
MALUPAPER,MALU PAPER MILLS LIMITED,INE383H01017,NSE,BE,MALUPAPER.NS
MAMATA,MAMATA MACHINERY LIMITED,INE0TO701015,NSE,BE,MAMATA.NS
MANAKALUCO,MANAK ALUMINIUM CO. LTD.,INE859Q01017,NSE,BE,MANAKALUCO.NS
MANAKCOAT,MAN COAT METAL & IND LTD,INE830Q01018,NSE,BE,MANAKCOAT.NS
MANAKSIA,MANAKSIA LTD.,INE015D01022,NSE,BE,MANAKSIA.NS
MANAKSTEEL,MANAKSIA STEELS LTD,INE824Q01011,NSE,BE,MANAKSTEEL.NS
MANALIPETC,MANALI PETROCHEMICALS LT,INE201A01024,NSE,BE,MANALIPETC.NS
MANALUMN,MAN INDUSTRIES (I) LTD,INE993A01026,NSE,EQ,MANALUMN.NS
MANALUMN,MAN INDUSTRIES(I)LTD DEPO,INE993A01018,NSE,BE,MANALUMN.NS
MANAPPURAM,MANAPPURAM FINANCE LTD,INE522D01027,NSE,BE,MANAPPURAM.NS
MANBA,MANBA FINANCE LIMITED,INE939X01013,NSE,BE,MANBA.NS
MANCREDIT,MANGAL CREDIT N FINCORP L,INE545L01039,NSE,BE,MANCREDIT.NS
MANDEEP,MANDEEP AUTO INDUSTRIES L,INE0R3T01013,NSE,SM,MANDEEP.NS
MANDHANA,MANDHANA INDUS. LTD,INE087J01010,NSE,BE,MANDHANA.NS
MANGALAM,MANGALAM DRUG & CHEM LTD,INE584F01014,NSE,BE,MANGALAM.NS
MANGCHEFER,MANG.CHEM.FERT.LTD,INE558B01017,NSE,BE,MANGCHEFER.NS
MANGLMCEM,MANGLMCEM,INE347A01017,NSE,BE,MANGLMCEM.NS
MANGTIMBER,MANGALAM TIMBER PRODUCTS,INE805B01012,NSE,BE,MANGTIMBER.NS
MANINFRA,MAN INFRA LTD,INE949H01023,NSE,BE,MANINFRA.NS
MANKIND,MANKIND PHARMA LIMITED,INE634S01028,NSE,BE,MANKIND.NS
MANOMAY,MANOMAY TEX INDIA LTD,INE784W01015,NSE,BE,MANOMAY.NS
MANORAMA,MANORAMA INDUSTRIES LTD,INE00VM01036,NSE,BE,MANORAMA.NS
MANORG,MANGALAM ORGANICS LIMITED,INE370D01013,NSE,BE,MANORG.NS
MANPASAND,MANPASAND BEVERAGES LTD.,INE122R01018,NSE,BE,MANPASAND.NS
MANTRIHSG,MANTRI HSG & CONST LTD,INE102101016,NSE,EQ,MANTRIHSG.NS
MANUFGBEES,NIPPONAMC - MANUFGBEES,INF204KC1GH6,NSE,EQ,MANUFGBEES.NS
MANUGRAIND,MANUGRAPH INDUSTRIES LTD,INE562701016,NSE,EQ,MANUGRAIND.NS
MANUGRAPH,MANUGRAPH INDIA LIMITED,INE867A01022,NSE,BE,MANUGRAPH.NS
MANYAVAR,VEDANT FASHIONS LIMITED,INE825V01034,NSE,BE,MANYAVAR.NS
MAPMYINDIA,C.E. INFO SYSTEMS LIMITED,INE0BV301023,NSE,BE,MAPMYINDIA.NS
MARALOVER,MARAL OVERSEAS LTD,INE882A01013,NSE,BE,MARALOVER.NS
MARATHON,MARATHON NXTGEN REALT LTD,INE182D01020,NSE,BE,MARATHON.NS
MARCO,MARCO CABLE & CONDUCTOR L,INE0QP001012,NSE,SM,MARCO.NS
MARICO,MARICO LIMITED,INE196A01026,NSE,BE,MARICO.NS
MARINE,MARINE ELECTRICAL (I) LTD,INE01JE01010,NSE,SM,MARINE.NS
MARINE,MARINE ELECTRICAL (I) LTD,INE01JE01028,NSE,BE,MARINE.NS
MARINETRAN,MARINETRANS INDIA LIMITED,INE0P1P01017,NSE,SM,MARINETRAN.NS
MARKSANS,MARKSANS PHARMA LIMITED,INE750C01026,NSE,BE,MARKSANS.NS
MARNITPOLY,MPL CORPORATION LTD,INE187601013,NSE,EQ,MARNITPOLY.NS
MARSHALL,MARSHALL MACHINES LTD,INE00SZ01018,NSE,BE,MARSHALL.NS
MARUTI,MARUTI SUZUKI INDIA LTD.,INE585B01010,NSE,BE,MARUTI.NS
MASFIN,MAS FINANCIAL SERV LTD,INE348L01012,NSE,BE,MASFIN.NS
MASKINVEST,MASK INVESTMENTS LIMITED,INE885F01015,NSE,BE,MASKINVEST.NS
MASON,MASON INFRATECH LIMITED,INE0SH001010,NSE,SM,MASON.NS
MASPTOP50,MIRAEAMC - MASPTOP50,INF769K01HP3,NSE,EQ,MASPTOP50.NS
MASTEK,MASTEK DEPO SETT,INE759A01021,NSE,BE,MASTEK.NS
MASTER,MASTER COMPONENTS LIMITED,INE0OJM01017,NSE,SM,MASTER.NS
MASTERTR,MASTER TRUST LIMITED,INE677D01037,NSE,BE,MASTERTR.NS
MATHPLATT,MATHER&PLATT,INE844C01019,NSE,BE,MATHPLATT.NS
MATRIMONY,MATRIMONY.COM LIMITED,INE866R01028,NSE,BE,MATRIMONY.NS
MAWANASUG,MAWANA SUGARS LIMITED,INE636A01039,NSE,BE,MAWANASUG.NS
MAXESTATES,MAX ESTATES LIMITED,INE03EI01018,NSE,BE,MAXESTATES.NS
MAXHEALTH,MAX HEALTHCARE INS LTD,INE027H01010,NSE,BE,MAXHEALTH.NS
MAXIND,MAX INDIA LIMITED,INE0CG601016,NSE,BE,MAXIND.NS
MAXORCHARD,MAXWORTH ORCHARDS INDIA L,INE189201010,NSE,EQ,MAXORCHARD.NS
MAXPOSURE,MAXPOSURE LIMITED,INE0ECC01022,NSE,SM,MAXPOSURE.NS
MAXVIL,MAX VENTURES AND INDS LTD,INE154U01015,NSE,BE,MAXVIL.NS
MAXVOLT,MAXVOLT ENERGY INDUS L,INE10A501018,NSE,SM,MAXVOLT.NS
MAYASHEEL,MAYASHEEL VENTURES LTD,INE0ZTO01018,NSE,SM,MAYASHEEL.NS
MAYURUNIQ,MAYUR UNIQUOTERS LTD,INE040D01038,NSE,BE,MAYURUNIQ.NS
MAZDA,MAZDA LIMITED,INE885E01042,NSE,BE,MAZDA.NS
MAZDALEASE,MAZDA IND. & LEASING LTD.,INE461201019,NSE,EQ,MAZDALEASE.NS
MAZDOCK,MAZAGON DOCK SHIPBUIL LTD,INE249Z01020,NSE,BE,MAZDOCK.NS
MBAPL,MADHYA BHARAT AGRO P. LTD,INE900L01010,NSE,BE,MBAPL.NS
MBECL,MCNALLY BH. ENG. CO.LTD,INE748A01016,NSE,BE,MBECL.NS
MBEL,M AND B ENGINEERING LTD,INE08N601015,NSE,BE,MBEL.NS
MBLINFRA,MBL INFRASTRUCTURE LTD,INE912H01013,NSE,BE,MBLINFRA.NS
MCDHOLDING,MCDOWELL HOLDINGS LTD.,INE836H01014,NSE,BE,MCDHOLDING.NS
MCL,MADHAV COPPER LIMITED,INE813V01022,NSE,BE,MCL.NS
MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.,INE942G01012,NSE,BE,MCLEODRUSS.NS
MCLOUD,MAGELLANIC CLOUD LIMITED,INE613C01026,NSE,BE,MCLOUD.NS
MCON,MCON RASAYAN INDIA LTD,INE0O4M01019,NSE,SM,MCON.NS
MCX,MULTI COMMODITY EXCHANGE,INE745G01035,NSE,BE,MCX.NS
MDL,MARVEL DECOR LIMITED,INE575Z01010,NSE,SM,MDL.NS
MEDANTA,GLOBAL HEALTH LIMITED,INE474Q01031,NSE,BE,MEDANTA.NS
MEDIASSIST,MEDI ASSIST HEALTH SER L,INE456Z01021,NSE,BE,MEDIASSIST.NS
MEDICAMEQ,MEDICAMEN BIOTECH LIMITED,INE646B01010,NSE,BE,MEDICAMEQ.NS
MEDICAPS,MEDI CAPS LTD.,INE190701016,NSE,EQ,MEDICAPS.NS
MEDICO,MEDICO REMEDIES LIMITED,INE630Y01024,NSE,BE,MEDICO.NS
MEDICOTECH,MEDICORP TECH (I) LTD,INE904A01015,NSE,BE,MEDICOTECH.NS
MEDIORG,MEDICAMEN ORGANICS LTD,INE0PE401018,NSE,SM,MEDIORG.NS
MEDISTEP,MEDISTEP HEALTHCARE LTD,INE0UOY01019,NSE,SM,MEDISTEP.NS
MEDPLUS,MEDPLUS HEALTH SERV LTD,INE804L01022,NSE,BE,MEDPLUS.NS
MEGAFLEX,MEGA FLEX PLASTICS LTD,INE0G1D01014,NSE,SM,MEGAFLEX.NS
MEGASOFT,MEGASOFT LTD,INE933B01012,NSE,BE,MEGASOFT.NS
MEGASTAR,MEGASTAR FOODS LIMITED,INE00EM01016,NSE,BE,MEGASTAR.NS
MEGATHERM,MEGATHERM INDUCTION LTD,INE531R01010,NSE,SM,MEGATHERM.NS
MEGH,MEGHMANI ORGANICS LTD.,INE974H01013,NSE,BE,MEGH.NS
MEIL,MANGAL ELECTRICAL IND L,INE0PKD01011,NSE,BE,MEIL.NS
MELSTAR,MELSTAR INFORMATION TECH,INE817A01019,NSE,BE,MELSTAR.NS
MENONBE,MENON BEARINGS LIMITED,INE071D01033,NSE,BE,MENONBE.NS
MEP,MEP INFRA. DEVELOPERS LTD,INE776I01010,NSE,BE,MEP.NS
MERCATOR,MERCATOR LIMITED,INE934B01028,NSE,BE,MERCATOR.NS
MERIND,MERIND LTD. DEPO. SETT.,INE215A01016,NSE,BE,MERIND.NS
MESCOPHARM,MESCO PHARMA. LTD,INE192601016,NSE,EQ,MESCOPHARM.NS
METAL,MIRAEAMC - METAL,INF769K01LY7,NSE,EQ,METAL.NS
METALFORGE,METALYST FORGINGS LIMITED,INE425A01011,NSE,BE,METALFORGE.NS
METALIETF,ICICIPRAMC - METALIETF,INF109KC19W1,NSE,EQ,METALIETF.NS
METALPIPE,METALMAN INDUSTRIES LTD.,INE192801012,NSE,EQ,METALPIPE.NS
METAZINC,MTZ (INDIA) LTD DEPO,INE865A01018,NSE,BE,METAZINC.NS
METKORE,METKORE ALLOYS & IND LTD,INE592I01029,NSE,BE,METKORE.NS
METROBRAND,METRO BRANDS LIMITED,INE317I01021,NSE,BE,METROBRAND.NS
METROCHEM,METROCHEMINDS,INE732B01018,NSE,BE,METROCHEM.NS
METROPOLIS,METROPOLIS HEALTHCARE LTD,INE112L01020,NSE,BE,METROPOLIS.NS
MFML,MAHALAXMI FABRIC MILLS LT,INE0US801024,NSE,BE,MFML.NS
MFSL,MAX FINANCIAL SERV LTD,INE180A01020,NSE,BE,MFSL.NS
MGEL,MANGALAM GLOBAL ENT LTD,INE0APB01032,NSE,BE,MGEL.NS
MGEL,MANGALAM GLOBAL ENT LTD,INE0APB01016,NSE,SM,MGEL.NS
MGL,MAHANAGAR GAS LTD.,INE002S01010,NSE,BE,MGL.NS
MGSL,MATRIX GEO SOLUTIONS LTD,INE132901013,NSE,SM,MGSL.NS
MHHL,MOHINI HEALTH&HYGIENE LTD,INE450S01011,NSE,SM,MHHL.NS
