Symbol,Name,ISIN,Exchange,Series,yfinance_symbol
LIPPISYS,Lippi Systems Ltd.,INE845B01018,BSE,EQ,LIPPISYS.BO
EXPOEAPL,EXPO ENGINEERING AND PROJECTS LIMITED,INE561D01025,BSE,EQ,EXPOEAPL.BO
NATPLAS,National Plastic Industries Ltd.,INE233D01013,BSE,EQ,NATPLAS.BO
MFLINDIA,MFL India Ltd,INE244C01020,BSE,EQ,MFLINDIA.BO
AJWAFUN,Ajwa Fun World & Resorts Ltd,INE863E01015,BSE,EQ,AJWAFUN.BO
TEXELIN,Texel Industries Ltd.,INE594V01028,BSE,EQ,TEXELIN.BO
RAYALEMA,Royale Manor Hotels & Industries Lt,INE008C01011,BSE,EQ,RAYALEMA.BO
THAKDEV,Thakker's Developers Ltd.,INE403F01017,BSE,EQ,THAKDEV.BO
TIRTPLS,Tirth Plastic Ltd.,INE008N01018,BSE,EQ,TIRTPLS.BO
POLOHOT,Polo Hotels Ltd.,INE084C01012,BSE,EQ,POLOHOT.BO
ECOPLAST,Ecoplast Ltd.,INE423D01010,BSE,EQ,ECOPLAST.BO
ELEMARB,Elegant Marbles & Grani Industries,INE095B01010,BSE,EQ,ELEMARB.BO
BITS,BITS Ltd,INE839A01021,BSE,EQ,BITS.BO
ADARSHPL,Adarsh Plant Project Ltd.,INE627D01016,BSE,EQ,ADARSHPL.BO
HPBL,HCP PLASTENE BULKPACK LIMITED,INE136C01044,BSE,EQ,HPBL.BO
NICCOPAR,Nicco Parks And Resorts Ltd.,INE653C01022,BSE,EQ,NICCOPAR.BO
NTCIND,NTC INDUSTRIES LIMITED,INE920C01017,BSE,EQ,NTCIND.BO
GARNET,Garnet Construction Ltd.,INE797D01017,BSE,EQ,GARNET.BO
BRIGHTBR,Bright Brothers Ltd.,INE630D01010,BSE,EQ,BRIGHTBR.BO
PGFOILQ,P.G.Foils Ltd.,INE078D01012,BSE,EQ,PGFOILQ.BO
GRATEXI,Gratex Industries Ltd.,INE915E01013,BSE,EQ,GRATEXI.BO
VELHO,Velan Hotels Ltd.,INE548D01014,BSE,EQ,VELHO.BO
HOWARHO,Howard Hotels Limited,INE931B01016,BSE,EQ,HOWARHO.BO
PRESSURS,Pressure Sensitive Systems (India),INE891E01024,BSE,EQ,PRESSURS.BO
VALIANT,Valiant Communications Ltd.,INE760B01019,BSE,EQ,VALIANT.BO
DRAGARWQ,Dr.Agarwals Eye Hospital Ltd.,INE934C01018,BSE,EQ,DRAGARWQ.BO
MHSGRMS,Mahasagar Travels Ltd.,INE007G01014,BSE,EQ,MHSGRMS.BO
UNQTYMI,Union Quality Plastics Ltd.,INE338N01019,BSE,EQ,UNQTYMI.BO
RAGHUNAT,Raghunath International Ltd.,INE753B01014,BSE,EQ,RAGHUNAT.BO
DAICHI,Dai-Ichi Karkaria Ltd.,INE928C01010,BSE,EQ,DAICHI.BO
RAJINFRA,Rajeswari Infrastructure Limited,INE016C01014,BSE,EQ,RAJINFRA.BO
SPICEISLIN,SPICE ISLANDS INDUSTRIES LIMITED,INE882D01017,BSE,EQ,SPICEISLIN.BO
SIPL,Shelter Infra Projects Limited,INE413C01013,BSE,EQ,SIPL.BO
SHAKTIPR,Shakti Press Ltd.,INE794C01016,BSE,EQ,SHAKTIPR.BO
ASHSI,Ashirwad Steels & Industries  Ltd.,INE338C01012,BSE,EQ,ASHSI.BO
AREXMIS,Arex Industries Ltd.,INE480H01011,BSE,EQ,AREXMIS.BO
BI,Bilcare Ltd.,INE986A01012,BSE,EQ,BI.BO
ISFL,ISF LIMITED,INE973B01026,BSE,EQ,ISFL.BO
RISHILASE,Rishi Laser  Ltd.,INE988D01012,BSE,EQ,RISHILASE.BO
JAINCO,Jainco Projects (India) Ltd.,INE966C01010,BSE,EQ,JAINCO.BO
KUMPFIN,Kumbhat Financial Services Ltd.,INE795E01019,BSE,EQ,KUMPFIN.BO
INTECCAP,Intec Capital Limited,INE017E01018,BSE,EQ,INTECCAP.BO
RAJGASES,Rajasthan Gases Ltd.,INE184D01026,BSE,EQ,RAJGASES.BO
SIDDHEGA,Siddheswari Garments Ltd.,INE797C01019,BSE,EQ,SIDDHEGA.BO
63MOONS,63 Moons Technologies Limited,INE111B01023,BSE,EQ,63MOONS.BO
SHIKHAR,Shikhar Consultants Ltd.,INE641B01011,BSE,EQ,SHIKHAR.BO
INDOCRED,Indo Credit Capital Ltd.,INE147D01015,BSE,EQ,INDOCRED.BO
MKTCREAT,Market Creators Ltd.,INE944C01017,BSE,EQ,MKTCREAT.BO
HFIL,HIMALAYA FOOD INTERNATIONAL LIMITED,INE552B01010,BSE,EQ,HFIL.BO
SONALAD,Sonal Adhesives Ltd.,INE344I01017,BSE,EQ,SONALAD.BO
PADMAIND,Padmanabh Industries Limited,INE743D01011,BSE,EQ,PADMAIND.BO
21STCENMGM,Twentyfirst Century Management Serv,INE253B01015,BSE,EQ,21STCENMGM.BO
HRYNSHP,Hariyana Ship Breakers Ltd.,INE400G01011,BSE,EQ,HRYNSHP.BO
ARUNIS,ARUNIS ABODE LIMITED,INE377D01018,BSE,EQ,ARUNIS.BO
VAICC,Vaishno Cement Co. Ltd.,INE116E01018,BSE,EQ,VAICC.BO
TYROON,Tyroon Tea Co. Ltd.,INE945B01016,BSE,EQ,TYROON.BO
WOODSVILA,Woodsvilla Limited,INE374J01020,BSE,EQ,WOODSVILA.BO
LASTMILE,LAST MILE ENTERPRISES LIMITED,INE404B01022,BSE,EQ,LASTMILE.BO
GUJCRAFT,Gujarat Craft Industries Ltd.,INE372D01019,BSE,EQ,GUJCRAFT.BO
HEERAISP,Heera Ispat Ltd.,INE025D01013,BSE,EQ,HEERAISP.BO
DHOOTIN,Dhoot Industrial Finance Ltd.,INE313G01016,BSE,EQ,DHOOTIN.BO
CRIMSON,Crimson Metal Engineering Company Ltd,INE318P01016,BSE,EQ,CRIMSON.BO
SHBAJRG,SHRI BAJRANG ALLIANCE LIMITED,INE402H01015,BSE,EQ,SHBAJRG.BO
ASHOKRE,Ashoka Refineries Ltd.,INE760M01016,BSE,EQ,ASHOKRE.BO
SHREEPAC,Shree Pacetronix Ltd,INE847D01010,BSE,EQ,SHREEPAC.BO
SAMYAKINT,Samyak International Limited,INE607G01011,BSE,EQ,SAMYAKINT.BO
AADIIND,Aadi Industries Ltd,INE563D01013,BSE,EQ,AADIIND.BO
SANTOSHF,Santosh Fine-Fab Ltd.,INE612D01018,BSE,EQ,SANTOSHF.BO
SPARKLEGR,SPARKLE GOLD ROCK LIMITED,INE618F01010,BSE,EQ,SPARKLEGR.BO
ACKNIT,Acknit Industries Ltd,INE326C01017,BSE,EQ,ACKNIT.BO
TITANSEC,Titan Securities Ltd.,INE090D01017,BSE,EQ,TITANSEC.BO
REALECO,REAL ECO-ENERGY LIMITED,INE055E01034,BSE,EQ,REALECO.BO
HRMNYCP,Harmony Capital Services Ltd.,INE264N01017,BSE,EQ,HRMNYCP.BO
VIVANZA,Vivanza Biosciences Limited,INE984E01035,BSE,EQ,VIVANZA.BO
YASHRAJC,Yashraj Containeurs Ltd.,INE095C01018,BSE,EQ,YASHRAJC.BO
LORDSHOTL,Lords Ishwar Hotels Limited,INE689J01013,BSE,EQ,LORDSHOTL.BO
PURETROP,PURETROP FRUITS LIMITED,INE795D01011,BSE,EQ,PURETROP.BO
ACEEDU,ACE EDUTREND LIMITED,INE715F01014,BSE,EQ,ACEEDU.BO
PRADHIN,PRADHIN LIMITED,INE656B01027,BSE,EQ,PRADHIN.BO
ANUPAM,ANUPAM FINSERV LIMITED,INE069B01023,BSE,EQ,ANUPAM.BO
RAJPACK,Raj Packaging Industries Ltd.,INE639C01013,BSE,EQ,RAJPACK.BO
NATRAJPR,Natraj Proteins Ltd.,INE444D01016,BSE,EQ,NATRAJPR.BO
SAMRATPH,Samrat Pharmachem Ltd.,INE103E01016,BSE,EQ,SAMRATPH.BO
NPRFIN,NPR Finance Ltd.,INE446D01011,BSE,EQ,NPRFIN.BO
NILE,Nile Ltd.,INE445D01013,BSE,EQ,NILE.BO
AMCOIND,Amco India Ltd.,INE924B01011,BSE,EQ,AMCOIND.BO
KREONFIN,Kreon Finnancial Services Limited,INE302C01018,BSE,EQ,KREONFIN.BO
GYANDEV,Gyan Developers & Builders Ltd.,INE487G01018,BSE,EQ,GYANDEV.BO
KISAN,Kisan Mouldings Ltd.,INE017C01012,BSE,EQ,KISAN.BO
VIJAYTX,Vijay Textiles Ltd.,INE256G01033,BSE,EQ,VIJAYTX.BO
GARODCH,Garodia Chemicals Ltd.,INE236P01010,BSE,EQ,GARODCH.BO
KERALAYUR,Kerala Ayurveda Limited,INE817B01025,BSE,EQ,KERALAYUR.BO
MONGIPA,Moongipa Capital Finance Ltd.,INE153K01018,BSE,EQ,MONGIPA.BO
MOHITPPR,Mohit Paper Mills Ltd.,INE388C01017,BSE,EQ,MOHITPPR.BO
DAULAT,Daulat Securities Ltd.,INE108C01019,BSE,EQ,DAULAT.BO
OSCARGLO,Oscar Global Ltd,INE473F01010,BSE,EQ,OSCARGLO.BO
ODYSSEY,Odyssey Technologies Ltd.,INE213B01019,BSE,EQ,ODYSSEY.BO
VKGLOBAL,VK Global Industries Limited,INE758B01013,BSE,EQ,VKGLOBAL.BO
RSCINT,RSC International Limited,INE015F01019,BSE,EQ,RSCINT.BO
SURATRAML,Surat Trade and Mercantile Limited,INE936A01025,BSE,EQ,SURATRAML.BO
ATHARVENT,Atharv Enterprises Limited,INE354E01031,BSE,EQ,ATHARVENT.BO
FUNDVISER,FUNDVISER CAPITAL (INDIA) LIMITED,INE365H01014,BSE,EQ,FUNDVISER.BO
KALLAM,KALLAM TEXTILES LTD,INE629F01025,BSE,EQ,KALLAM.BO
BRAWN,Brawn Biotech Limited,INE899B01015,BSE,EQ,BRAWN.BO
FORINTL,Fortune International Ltd.,INE501D01013,BSE,EQ,FORINTL.BO
KINGSINFR,Kings Infra Ventures Limited,INE050N01010,BSE,EQ,KINGSINFR.BO
SWOJAS,SWOJAS FOODS LIMITED,INE295B01016,BSE,EQ,SWOJAS.BO
NUTRICIRCLE,Nutricircle Limited,INE536C01029,BSE,EQ,NUTRICIRCLE.BO
SUBSM,Subhash Silk Mills Ltd.,INE690D01014,BSE,EQ,SUBSM.BO
AUROLAB,Auro Laboratories Ltd.,INE292C01011,BSE,EQ,AUROLAB.BO
KJMCFIN,KJMC Financial Services Ltd.,INE533C01018,BSE,EQ,KJMCFIN.BO
ARYAMAN,Aryaman Financial Services Ltd.,INE032E01017,BSE,EQ,ARYAMAN.BO
BRIDGESE,Bridge Securities Ltd.,INE958C01025,BSE,EQ,BRIDGESE.BO
RISAINTL,Risa International Limited,INE001O01029,BSE,EQ,RISAINTL.BO
RAJTUBE,Rajasthan Tube Mfg. Co,INE497E01020,BSE,EQ,RAJTUBE.BO
KAYPOWR,Kay Power And Paper Ltd,INE961B01013,BSE,EQ,KAYPOWR.BO
INTSTOIL,Inter State Oil Carrier Ltd,INE003B01014,BSE,EQ,INTSTOIL.BO
GLOBALCA,Global Capital Markets Ltd.,INE062C01042,BSE,EQ,GLOBALCA.BO
SAINIK,Sainik Finance and Industries Ltd,INE584B01013,BSE,EQ,SAINIK.BO
ARIGATO,ARIGATO UNIVERSE LIMITED,INE021N01011,BSE,EQ,ARIGATO.BO
RICHUNV,Rich Universe Network Ltd,INE652D01014,BSE,EQ,RICHUNV.BO
QUANTDIA,Quantum Digital Vision (India) Ltd.,INE373C01019,BSE,EQ,QUANTDIA.BO
SPCAPIT,S.P.Capital Financing Ltd.,INE102F01015,BSE,EQ,SPCAPIT.BO
PAOS,PAOS INDUSTRIES LIMITED,INE791C01012,BSE,EQ,PAOS.BO
SHRAJOI,Shri Rajivlochan Oil Extraction Ltd,INE418K01015,BSE,EQ,SHRAJOI.BO
CHANDRAP,Chandra Prabhu International Ltd.,INE368D01025,BSE,EQ,CHANDRAP.BO
KIMIABL,KIMIA BIOSCIENCES LIMITED,INE285U01025,BSE,EQ,KIMIABL.BO
HINDTIN,Hindustan Tin Works Ltd.,INE428D01019,BSE,EQ,HINDTIN.BO
GODAVARI,Godavari Drugs Ltd.,INE362C01012,BSE,EQ,GODAVARI.BO
PREMCO,Premco Global Ltd.,INE001E01012,BSE,EQ,PREMCO.BO
MUKESHB,Mukesh Babu Financial Services Ltd.,INE596B01017,BSE,EQ,MUKESHB.BO
KBSINDIA,KBS INDIA LIMITED,INE883D01023,BSE,EQ,KBSINDIA.BO
PRABHHANS,PRABHHANS INDUSTRIES LIMITED,INE428P01013,BSE,EQ,PRABHHANS.BO
VAMSHIRU,Vamshi Rubber Ltd.,INE380C01014,BSE,EQ,VAMSHIRU.BO
VINYOFL,Vinyoflex Ltd.,INE526H01011,BSE,EQ,VINYOFL.BO
JINDCAP,Jindal Capital Ltd.,INE356F01017,BSE,EQ,JINDCAP.BO
EPIC,EPIC Energy Ltd.,INE932F01015,BSE,EQ,EPIC.BO
SUMEDHA,Sumedha Fiscal Services Ltd.,INE886B01012,BSE,EQ,SUMEDHA.BO
KUWERIN,Kuwer Industries Ltd.,INE430F01010,BSE,EQ,KUWERIN.BO
CHOKSI,CHOKSI ASIA LIMITED,INE865B01016,BSE,EQ,CHOKSI.BO
ASHISHPO,Ashish Polyplast Ltd.,INE831C01016,BSE,EQ,ASHISHPO.BO
SHIVAAGRO,Shiva Global Agro Industries Limited,INE960E01019,BSE,EQ,SHIVAAGRO.BO
SIDDHA,Siddha Ventures Limited,INE140C01012,BSE,EQ,SIDDHA.BO
KIRANSY-B,Kiran Syntex Ltd.,INE293D01017,BSE,EQ,KIRANSY-B.BO
SUMERUIND,Sumeru Industries Ltd.,INE764B01029,BSE,EQ,SUMERUIND.BO
RUNGTAIR,Rungta Irrigation Ltd.,INE347C01013,BSE,EQ,RUNGTAIR.BO
GTTDATA,GTT DATA SOLUTIONS LIMITED,INE959B01017,BSE,EQ,GTTDATA.BO
VALSONQ,Valson Industries Ltd.,INE808A01018,BSE,EQ,VALSONQ.BO
SABOOSOD,Saboo Sodium Chloro Ltd.,INE440C01016,BSE,EQ,SABOOSOD.BO
GSLSEC,GSL Securities Ltd.,INE721D01017,BSE,EQ,GSLSEC.BO
VIKRAMTH,Vikram Thermo (India) Ltd.,INE337E01010,BSE,EQ,VIKRAMTH.BO
STRATMONT,STRATMONT INDUSTRIES LIMITED,INE473C01025,BSE,EQ,STRATMONT.BO
AKCAPIT,A.K.Capital Services Ltd.,INE701G01012,BSE,EQ,AKCAPIT.BO
VIRAT,Virat Industries Ltd.,INE467D01017,BSE,EQ,VIRAT.BO
RRETAIL,RAJNISH RETAIL LIMITED,INE786J01033,BSE,EQ,RRETAIL.BO
TERAI,Terai Tea Co. Ltd.,INE390D01011,BSE,EQ,TERAI.BO
MANRAJH,Manraj Housing Finance Ltd.,INE948I01015,BSE,EQ,MANRAJH.BO
COSCO,Cosco (India) ltd.,INE949B01018,BSE,EQ,COSCO.BO
KENFIN,Ken Financial Services Ltd.,INE395E01018,BSE,EQ,KENFIN.BO
NCLRESE,NCL Research And Financial Services,INE132F01038,BSE,EQ,NCLRESE.BO
EXPLICITFIN,Explicit Finance Limited,INE335G01019,BSE,EQ,EXPLICITFIN.BO
LADDERUP,Ladderup Finance Ltd.,INE519D01015,BSE,EQ,LADDERUP.BO
EKAMLEA,Ekam Leasing & Finance Co. Ltd.,INE906L01025,BSE,EQ,EKAMLEA.BO
SWASTIKA,Swastika Investmart Ltd,INE691C01022,BSE,EQ,SWASTIKA.BO
PRIMAPLA,Prima Plastics Ltd.,INE573B01016,BSE,EQ,PRIMAPLA.BO
TELECANOR,TeleCanor Global Limited,INE381G01013,BSE,EQ,TELECANOR.BO
JAGSONSER,JAGSONPAL SERVICES LIMITED,INE582C01015,BSE,EQ,JAGSONSER.BO
CARNATIN,Carnation Industries Ltd.,INE081B01028,BSE,EQ,CARNATIN.BO
STURDY,Sturdy Industries Ltd.,INE134F01026,BSE,EQ,STURDY.BO
GARGFUR,Garg Furnace Ltd.,INE194E01015,BSE,EQ,GARGFUR.BO
SAMPRE,Sampre Nutritions Ltd.,INE375C01022,BSE,EQ,SAMPRE.BO
AAIL,Akar Auto Industries Limited,INE864E01021,BSE,EQ,AAIL.BO
VIPULORG,Vipul Organics Limited,INE834D01018,BSE,EQ,VIPULORG.BO
ECORECO,Eco Recycling Limited,INE316A01038,BSE,EQ,ECORECO.BO
GOYALASS,Goyal Associates Ltd.,INE912B01032,BSE,EQ,GOYALASS.BO
ZENITHHE,Zenith Health Care Ltd.,INE812B01026,BSE,EQ,ZENITHHE.BO
ACEENGITEC,ACE ENGITECH LIMITED,INE035401020,BSE,EQ,ACEENGITEC.BO
YORKEXP,York Exports Ltd.,INE057Q01018,BSE,EQ,YORKEXP.BO
PITHP,Pithampur Poly Products Ltd.,INE747D01012,BSE,EQ,PITHP.BO
LYKISLTD,Lykis Limited,INE624M01014,BSE,EQ,LYKISLTD.BO
PRIMEPRO,Prime Property Development Corporation Ltd.,INE233C01023,BSE,EQ,PRIMEPRO.BO
ZENLABS,Zenlabs Ethica Limited,INE546F01013,BSE,EQ,ZENLABS.BO
ANIRIT,ANIRIT VENTURES LIMITED,INE161F01011,BSE,EQ,ANIRIT.BO
GOWRALE,Gowra Leasing & Finance Ltd.,INE225G01012,BSE,EQ,GOWRALE.BO
JAGANLAM,Jagan Lamps Ltd.,INE144C01014,BSE,EQ,JAGANLAM.BO
ASITCFIN,Asit C Mehta Financial Services Limited,INE041B01014,BSE,EQ,ASITCFIN.BO
ENCODE,ENCODE PACKAGING INDIA LIMITED,INE900O01014,BSE,EQ,ENCODE.BO
SUPERBAK,Super Bakers (India) Ltd.,INE897A01011,BSE,EQ,SUPERBAK.BO
OVOBELE,Ovobel Foods Ltd.,INE812S01012,BSE,EQ,OVOBELE.BO
ACSTECH,ACS TECHNOLOGIES LIMITED,INE366C01021,BSE,EQ,ACSTECH.BO
CHALLANI,CHALLANI CAPITAL LIMITED,INE807A01010,BSE,EQ,CHALLANI.BO
CORNE,Coral Newsprints Ltd.,INE715D01019,BSE,EQ,CORNE.BO
SHENTRA,Shentracon Chemicals Ltd.,INE0OUS01011,BSE,EQ,SHENTRA.BO
AGARWAL,AGARWAL FORTUNE INDIA LIMITED,INE510B01018,BSE,EQ,AGARWAL.BO
KLGCAP,KLG Capital Services Ltd.,INE929C01018,BSE,EQ,KLGCAP.BO
DYNAMICP,Dynamic Protfolio Management & Serv,INE118C01018,BSE,EQ,DYNAMICP.BO
INLANPR,Inland Printers Ltd.,INE055O01033,BSE,EQ,INLANPR.BO
CEEJAY,Ceejay Finance Limited,INE358C01010,BSE,EQ,CEEJAY.BO
SUNCITYSY,Suncity Synthetics Ltd.,INE584D01019,BSE,EQ,SUNCITYSY.BO
SHGANEL,Shree Ganesh Elastoplast Ltd,INE400N01017,BSE,EQ,SHGANEL.BO
ANNAINFRA,Anna Infrastructures Ltd,INE336D01014,BSE,EQ,ANNAINFRA.BO
OIVL,ONESOURCE INDUSTRIES AND VENTURES LIMITED,INE125F01032,BSE,EQ,OIVL.BO
BNRUDY,BNR Udyog Ltd.,INE355C01016,BSE,EQ,BNRUDY.BO
SSPDL,SSPDL Limited,INE838C01011,BSE,EQ,SSPDL.BO
DAIKAFFI,Daikaffil Chemicals India Ltd.,INE789B01018,BSE,EQ,DAIKAFFI.BO
CILSEC,Cil Securities Ltd.,INE830A01012,BSE,EQ,CILSEC.BO
CLIOINFO,Clio Infotech Ltd.,INE011B01017,BSE,EQ,CLIOINFO.BO
SUNSHIEL,Sunshield Chemicals Ltd.,INE199E01014,BSE,EQ,SUNSHIEL.BO
HIPOLIN,Hipolin Ltd.,INE963A01011,BSE,EQ,HIPOLIN.BO
GDLLEAS,GDL Leasing & Finance ltd.,INE545E01018,BSE,EQ,GDLLEAS.BO
ABVL,Arunjyoti Bio Ventures Limited,INE485K01022,BSE,EQ,ABVL.BO
SUCROSA,Super Crop Safe Ltd.,INE366G01022,BSE,EQ,SUCROSA.BO
NGIND,N.G.Industries Ltd.,INE825C01018,BSE,EQ,NGIND.BO
ASIAPAK,Asia Pack Ltd.,INE784M01016,BSE,EQ,ASIAPAK.BO
SICAPIT,S.I.Capital And Financial Services,INE417F01017,BSE,EQ,SICAPIT.BO
ERPSOFT,ERP Soft Systems Ltd.,INE308B01017,BSE,EQ,ERPSOFT.BO
RRSECUR,R.R.Securities Ltd.,INE474H01014,BSE,EQ,RRSECUR.BO
INTETHR,Integrated Thermoplastics Ltd.,INE038N01015,BSE,EQ,INTETHR.BO
RAMSONS,Ramsons Projects Ltd.,INE609D01014,BSE,EQ,RAMSONS.BO
HARAFIN,Haryana Financial Corporation ltd.,INE737G01016,BSE,EQ,HARAFIN.BO
RRPDEFENSE,RRP DEFENSE LIMITED,INE535P01015,BSE,EQ,RRPDEFENSE.BO
STANPACK,Stanpacks (India) Ltd.,INE457D01018,BSE,EQ,STANPACK.BO
RAMINFO,RAMINFO LIMITED,INE357B01022,BSE,EQ,RAMINFO.BO
SUNILAGR,Sunil Agro Foods ltd.,INE224D01012,BSE,EQ,SUNILAGR.BO
DIANATEA,Diana Tea Co.Ltd.,INE012E01035,BSE,EQ,DIANATEA.BO
ALFAICA,Alfa Ica (India) Ltd,INE042C01010,BSE,EQ,ALFAICA.BO
SKCIL,Shri Keshav Cements and Infra Limited,INE260E01014,BSE,EQ,SKCIL.BO
INDIAHOME,India Home Loan Limited,INE274E01015,BSE,EQ,INDIAHOME.BO
JPTSEC,JPT Securities Ltd.,INE630C01012,BSE,EQ,JPTSEC.BO
ROOPAIND,Roopa Industries Ltd.,INE443C01010,BSE,EQ,ROOPAIND.BO
SARTHAKGL,Sarthak Global Ltd.,INE075H01019,BSE,EQ,SARTHAKGL.BO
UNIQUEO,Unique Organics Ltd.,INE333E01019,BSE,EQ,UNIQUEO.BO
SWRNASE,Swarna Securities Ltd.,INE595G01018,BSE,EQ,SWRNASE.BO
VENMAX,Venmax Drugs And Pharmaceuticals Ltd,INE154G01022,BSE,EQ,VENMAX.BO
ARISE,Arihants Securities ltd.,INE190D01015,BSE,EQ,ARISE.BO
VISAGAR,Visagar Financial Services Ltd,INE309H01038,BSE,EQ,VISAGAR.BO
LIBORD,Libord Securities Ltd.,INE267E01019,BSE,EQ,LIBORD.BO
BHATEXT,Bharat Textiles & Proofing Industri,INE201N01019,BSE,EQ,BHATEXT.BO
REGAL,Regal Entertainment & Consultants Ltd.,INE101E01010,BSE,EQ,REGAL.BO
EBIX,ERAAYA LIFESPACES LIMITED,INE432F01032,BSE,EQ,EBIX.BO
SWADHATURE,Swadha Nature Limited,INE0P4R01017,BSE,EQ,SWADHATURE.BO
COMPEAU,Competent Automobiles Co. Ltd.,INE823B01015,BSE,EQ,COMPEAU.BO
ZDHJERK,Dhanvantri Jeevan Rekha Ltd.,INE239F01015,BSE,EQ,ZDHJERK.BO
NEELKAN,Neelkanth Rockminerals ltd.,INE741D01015,BSE,EQ,NEELKAN.BO
VINTAGES,Vintage Securities Ltd.,INE153C01015,BSE,EQ,VINTAGES.BO
OSWALOR,Oswal Overseas Ltd,INE906K01027,BSE,EQ,OSWALOR.BO
CONTILI,Contil India Limited,INE080G01029,BSE,EQ,CONTILI.BO
VIJSOLX,Vijay Solvex Ltd.,INE362D01010,BSE,EQ,VIJSOLX.BO
SHRIKRISH,Shri Krishna Devcon Limited,INE997I01012,BSE,EQ,SHRIKRISH.BO
NIHARINF,Nihar Info Global Ltd.,INE876E01033,BSE,EQ,NIHARINF.BO
UNITDCR,United Credit ltd.,INE858C01027,BSE,EQ,UNITDCR.BO
CHECKPOINT,Checkpoint Trends Limited,INE396H01019,BSE,EQ,CHECKPOINT.BO
GOTHIPL,Gothi Plascon (India) Ltd.,INE538G01018,BSE,EQ,GOTHIPL.BO
CEENIK,Ceenik Exports (india) Ltd.,INE418D01010,BSE,EQ,CEENIK.BO
KATIPATANG,KATI PATANG LIFESTYLE LIMITED,INE237C01016,BSE,EQ,KATIPATANG.BO
MENAMANI,MENA MANI INDUSTRIES LIMITED,INE148B01033,BSE,EQ,MENAMANI.BO
INANI,Inani Marbles & Industries Ltd.,INE635D01027,BSE,EQ,INANI.BO
GEMSI,Gemstone Investments Ltd.,INE503D01027,BSE,EQ,GEMSI.BO
ELFORGE,El Forge Ltd.,INE158F01017,BSE,EQ,ELFORGE.BO
DILIGENT,Diligent Industries Limited,INE650C01036,BSE,EQ,DILIGENT.BO
EPSOMPRO,Epsom Properties Limited,INE601F01016,BSE,EQ,EPSOMPRO.BO
ALFAVIO,Alfavision Overseas (India) Ltd.,INE883B01027,BSE,EQ,ALFAVIO.BO
ORGCOAT,Organic Coatings Ltd.,INE412E01011,BSE,EQ,ORGCOAT.BO
CATVISION,Catvision Limited,INE660B01011,BSE,EQ,CATVISION.BO
ABMKNO,ABM Knowledgeware Ltd.,INE850B01026,BSE,EQ,ABMKNO.BO
KEMISTAR,Kemistar Corporation Limited,INE971L01029,BSE,EQ,KEMISTAR.BO
LADIAMO,Laser Diamonds Ltd.,INE995E01015,BSE,EQ,LADIAMO.BO
ASSOCER,Associated Ceramics Ltd.,INE771E01010,BSE,EQ,ASSOCER.BO
SKPSEC,SKP Securities Ltd.,INE709B01016,BSE,EQ,SKPSEC.BO
SYSCHEM,Syschem (India) Ltd.,INE121D01036,BSE,EQ,SYSCHEM.BO
MEFCOMCAP,Mefcom Capital Markets Ltd.,INE186C01023,BSE,EQ,MEFCOMCAP.BO
HEMANG,Hemang Resources Limited,INE930A01010,BSE,EQ,HEMANG.BO
TAVERNIER,Tavernier Resources Limited,INE355H01015,BSE,EQ,TAVERNIER.BO
FILTRON,Filtron Engineers Ltd.,INE589N01017,BSE,EQ,FILTRON.BO
GLANCE,Glance Finance Ltd.,INE580D01017,BSE,EQ,GLANCE.BO
SHILCTECH,Shilchar Technologies Ltd.,INE024F01011,BSE,EQ,SHILCTECH.BO
TRADEWELL,TRADEWELL HOLDINGS LIMITED,INE819G01012,BSE,EQ,TRADEWELL.BO
SPRIGHT,SPRIGHT AGRO LIMITED,INE179O01031,BSE,EQ,SPRIGHT.BO
CRESANTO,Cresanto Global Limited,INE741C01017,BSE,EQ,CRESANTO.BO
COLINZ,Colinz Laboratories ltd.,INE923C01011,BSE,EQ,COLINZ.BO
NLFL,Nalin Lease Finance Ltd.,INE606C01012,BSE,EQ,NLFL.BO
RTSPOWR,RTS Power Corporation Ltd.,INE005C01017,BSE,EQ,RTSPOWR.BO
COMFINTE,Comfort Intech Ltd,INE819A01049,BSE,EQ,COMFINTE.BO
SHYAMACOMP,Shyama Computronics and Services Limited,INE861E01019,BSE,EQ,SHYAMACOMP.BO
MAYURFL,Mayur Floorings Ltd.,INE262W01012,BSE,EQ,MAYURFL.BO
ANJANI,Anjani Synthetics Limited,INE364D01032,BSE,EQ,ANJANI.BO
DECOMIC,Deco-Mica Ltd.,INE907E01010,BSE,EQ,DECOMIC.BO
RANDER,Rander Corporation Ltd.,INE821D01031,BSE,EQ,RANDER.BO
RASIELEC,Rasi Electrodes Ltd.,INE822D01021,BSE,EQ,RASIELEC.BO
SCOOBEEDAY,SCOOBEE DAY GARMENTS (INDIA) LIMITED,INE962E01015,BSE,EQ,SCOOBEEDAY.BO
CITIPOR,Citiport Financial Services Ltd.,INE494D01011,BSE,EQ,CITIPOR.BO
DHRUVCA,Dhruva Capital Services Ltd.,INE972E01014,BSE,EQ,DHRUVCA.BO
SHAMROIN,Shamrock Industrial Co. Ltd.,INE022F01015,BSE,EQ,SHAMROIN.BO
PRIMAIN,Prima Industries Ltd.,INE723N01012,BSE,EQ,PRIMAIN.BO
INDGELA,India Gelatine & Chemicals Ltd.,INE342D01012,BSE,EQ,INDGELA.BO
