Symbol,Name,ISIN,Series,Exchange,Type,UpdatedAt
MIRCELECTR,MIRC Electronics Limited,,EQ,NSE,Mainboard,2026-01-03
MIRZAINT,Mirza International Limited,,EQ,NSE,Mainboard,2026-01-03
MITCON,MITCON Consultancy & Engineering Services Limited,,EQ,NSE,Mainboard,2026-01-03
MITTAL,Mittal Life Style Limited,,EQ,NSE,Mainboard,2026-01-03
MKPL,M K Proteins Limited,,EQ,NSE,Mainboard,2026-01-03
MMEL,Moving Media Entertainment Limited,INE0XM301010,SM,NSE,SME,2026-01-03
MMFL,MM Forgings Limited,,EQ,NSE,Mainboard,2026-01-03
MMP,MMP Industries Limited,,EQ,NSE,Mainboard,2026-01-03
MMTC,MMTC Limited,,EQ,NSE,Mainboard,2026-01-03
MOBIKWIK,One Mobikwik Systems Limited,,EQ,NSE,Mainboard,2026-01-03
MODINATUR,Modi Naturals Limited,,EQ,NSE,Mainboard,2026-01-03
MODIRUBBER,Modi Rubber Limited,,EQ,NSE,Mainboard,2026-01-03
MODIS,Modis Navnirman Limited,,EQ,NSE,Mainboard,2026-01-03
MODISONLTD,MODISON LIMITED,,EQ,NSE,Mainboard,2026-01-03
MODTHREAD,Modern Threads (India) Limited,,EQ,NSE,Mainboard,2026-01-03
MOHITIND,Mohit Industries Limited,,EQ,NSE,Mainboard,2026-01-03
MOIL,MOIL Limited,,EQ,NSE,Mainboard,2026-01-03
MOKSH,Moksh Ornaments Limited,,EQ,NSE,Mainboard,2026-01-03
MOL,Meghmani Organics Limited,,EQ,NSE,Mainboard,2026-01-03
MOLDTECH,Mold-Tek Technologies Limited,,EQ,NSE,Mainboard,2026-01-03
MOLDTKPAC,Mold-Tek Packaging Limited,,EQ,NSE,Mainboard,2026-01-03
MONARCH,Monarch Networth Capital Limited,,EQ,NSE,Mainboard,2026-01-03
MONEYBOXX,Moneyboxx Finance Limited,,EQ,NSE,Mainboard,2026-01-03
MONOLITH,Monolithisch India Limited,INE1DV401010,SM,NSE,SME,2026-01-03
MONOPHARMA,Mono Pharmacare Limited,INE0OIP01012,SM,NSE,SME,2026-01-03
MONTECARLO,Monte Carlo Fashions Limited,,EQ,NSE,Mainboard,2026-01-03
MOREPENLAB,Morepen Laboratories Limited,,EQ,NSE,Mainboard,2026-01-03
MOS,Mos Utility Limited,INE0N7S01028,SM,NSE,SME,2026-01-03
MOSCHIP,Moschip Technologies Limited,,EQ,NSE,Mainboard,2026-01-03
MOTHERSON,Samvardhana Motherson International Limited,,EQ,NSE,Mainboard,2026-01-03
MOTILALOFS,Motilal Oswal Financial Services Limited,,EQ,NSE,Mainboard,2026-01-03
MOTISONS,Motisons Jewellers Limited,,EQ,NSE,Mainboard,2026-01-03
MOTOGENFIN,The Motor & General Finance Limited,,EQ,NSE,Mainboard,2026-01-03
MOXSH,Moxsh Overseas Educon Limited,INE0N6D01014,ST,NSE,SME,2026-01-03
MPEL,Manas Polymers and Energies Limited,INE0U4H01011,SM,NSE,SME,2026-01-03
MPHASIS,MphasiS Limited,,EQ,NSE,Mainboard,2026-01-03
MPSLTD,MPS Limited,,EQ,NSE,Mainboard,2026-01-03
MPTODAY,Madhya Pradesh Today Media Limited,INE105Y01019,SM,NSE,SME,2026-01-03
MRF,MRF Limited,,EQ,NSE,Mainboard,2026-01-03
MRIL,Mahendra Realtors & Infrastructure Limited,INE632Q01018,SM,NSE,SME,2026-01-03
MRPL,Mangalore Refinery and Petrochemicals Limited,,EQ,NSE,Mainboard,2026-01-03
MSPL,MSP Steel & Power Limited,,EQ,NSE,Mainboard,2026-01-03
MSTCLTD,Mstc Limited,,EQ,NSE,Mainboard,2026-01-03
MSUMI,Motherson Sumi Wiring India Limited,,EQ,NSE,Mainboard,2026-01-03
MTARTECH,Mtar Technologies Limited,,EQ,NSE,Mainboard,2026-01-03
MTEDUCARE,MT Educare Limited,,BE,NSE,Mainboard,2026-01-03
MTNL,Mahanagar Telephone Nigam Limited,,EQ,NSE,Mainboard,2026-01-03
MUFIN,Mufin Green Finance Limited,,EQ,NSE,Mainboard,2026-01-03
MUFTI,Credo Brands Marketing Limited,,EQ,NSE,Mainboard,2026-01-03
MUKANDLTD,Mukand Limited,,EQ,NSE,Mainboard,2026-01-03
MUKKA,Mukka Proteins Limited,,EQ,NSE,Mainboard,2026-01-03
MUKTAARTS,Mukta Arts Limited,,EQ,NSE,Mainboard,2026-01-03
MUNISH,Munish Forge Limited,INE1K8Y01018,SM,NSE,SME,2026-01-03
MUNJALAU,Munjal Auto Industries Limited,,EQ,NSE,Mainboard,2026-01-03
MUNJALSHOW,Munjal Showa Limited,,EQ,NSE,Mainboard,2026-01-03
MURUDCERA,Murudeshwar Ceramics Limited,,EQ,NSE,Mainboard,2026-01-03
MUTHOOTCAP,Muthoot Capital Services Limited,,EQ,NSE,Mainboard,2026-01-03
MUTHOOTFIN,Muthoot Finance Limited,,EQ,NSE,Mainboard,2026-01-03
MUTHOOTMF,Muthoot Microfin Limited,,EQ,NSE,Mainboard,2026-01-03
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,,EQ,NSE,Mainboard,2026-01-03
MVKAGRO,M.V.K. Agro Food Product Limited,INE0SGC01015,ST,NSE,SME,2026-01-03
MWL,Mangalam Worldwide Limited,,EQ,NSE,Mainboard,2026-01-03
MYMUDRA,My Mudra Fincorp Limited,INE0RVQ01016,SM,NSE,SME,2026-01-03
NA,10.0,,nan,BSE,SME,2026-01-03
NACLIND,NACL Industries Limited,,BE,NSE,Mainboard,2026-01-03
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,,EQ,NSE,Mainboard,2026-01-03
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,,BE,NSE,Mainboard,2026-01-03
NAGREEKEXP,Nagreeka Exports Limited,,EQ,NSE,Mainboard,2026-01-03
NAHARCAP,Nahar Capital and Financial Services Limited,,EQ,NSE,Mainboard,2026-01-03
NAHARINDUS,Nahar Industrial Enterprises Limited,,EQ,NSE,Mainboard,2026-01-03
NAHARPOLY,Nahar Poly Films Limited,,EQ,NSE,Mainboard,2026-01-03
NAHARSPING,Nahar Spinning Mills Limited,,EQ,NSE,Mainboard,2026-01-03
NAM-INDIA,Nippon Life India Asset Management Limited,,EQ,NSE,Mainboard,2026-01-03
NAMAN,Naman Industries Proxima Limited,INE0RJM01010,SM,NSE,SME,2026-01-03
NAMOEWASTE,Namo eWaste Management Limited,INE08NZ01012,SM,NSE,SME,2026-01-03
NARMADA,Narmada Agrobase Limited,,BE,NSE,Mainboard,2026-01-03
NATCAPSUQ,Natural Capsules Limited,,EQ,NSE,Mainboard,2026-01-03
NATCOPHARM,Natco Pharma Limited,,EQ,NSE,Mainboard,2026-01-03
NATHBIOGEN,Nath Bio-Genes (India) Limited,,EQ,NSE,Mainboard,2026-01-03
NATIONALUM,National Aluminium Company Limited,,EQ,NSE,Mainboard,2026-01-03
NAUKRI,Info Edge (India) Limited,,EQ,NSE,Mainboard,2026-01-03
NAZARA,Nazara Technologies Limited,,EQ,NSE,Mainboard,2026-01-03
NBCC,NBCC (India) Limited,,EQ,NSE,Mainboard,2026-01-03
NBIFIN,N. B. I. Industrial Finance Company Limited,,EQ,NSE,Mainboard,2026-01-03
NCC,NCC Limited,,EQ,NSE,Mainboard,2026-01-03
NCLIND,NCL Industries Limited,,EQ,NSE,Mainboard,2026-01-03
NDGL,Naga Dhunseri Group Limited,,EQ,NSE,Mainboard,2026-01-03
NDL,Nandan Denim Limited,,EQ,NSE,Mainboard,2026-01-03
NDLVENTURE,NDL Ventures Limited,,EQ,NSE,Mainboard,2026-01-03
NDRAUTO,Ndr Auto Components Limited,,EQ,NSE,Mainboard,2026-01-03
NDTV,New Delhi Television Limited,,EQ,NSE,Mainboard,2026-01-03
NECCLTD,North Eastern Carrying Corporation Limited,,EQ,NSE,Mainboard,2026-01-03
NECLIFE,Nectar Lifesciences Limited,,BE,NSE,Mainboard,2026-01-03
NEELAM,Neelam Linens and Garments (India) Limited,INE0N1401016,SM,NSE,SME,2026-01-03
NELCAST,Nelcast Limited,,EQ,NSE,Mainboard,2026-01-03
NELCO,NELCO Limited,,EQ,NSE,Mainboard,2026-01-03
NEOCHEM,Neochem Bio Solutions Limited,INE21UM01018,SM,NSE,SME,2026-01-03
NEOGEN,Neogen Chemicals Limited,,EQ,NSE,Mainboard,2026-01-03
NEPHROCARE,Nephro Care India Limited,INE0SUN01013,ST,NSE,SME,2026-01-03
NEPHROPLUS,Nephrocare Health Services Limited,,EQ,NSE,Mainboard,2026-01-03
NEPTUNE,Neptune Petrochemicals Limited,INE156901014,SM,NSE,SME,2026-01-03
NESCO,Nesco Limited,,EQ,NSE,Mainboard,2026-01-03
NESTLEIND,Nestle India Limited,,EQ,NSE,Mainboard,2026-01-03
NETWEB,Netweb Technologies India Limited,,EQ,NSE,Mainboard,2026-01-03
NETWORK18,Network18 Media & Investments Limited,,EQ,NSE,Mainboard,2026-01-03
NEULANDLAB,Neuland Laboratories Limited,,EQ,NSE,Mainboard,2026-01-03
NEWGEN,Newgen Software Technologies Limited,,EQ,NSE,Mainboard,2026-01-03
NEWJAISA,Newjaisa Technologies Limited,INE0PW501021,SM,NSE,SME,2026-01-03
NEXTMEDIA,Next Mediaworks Limited,,EQ,NSE,Mainboard,2026-01-03
NFL,National Fertilizers Limited,,EQ,NSE,Mainboard,2026-01-03
NGIL,Nakoda Group of Industries Limited,,EQ,NSE,Mainboard,2026-01-03
NGLFINE,NGL Fine-Chem Limited,,EQ,NSE,Mainboard,2026-01-03
NH,Narayana Hrudayalaya Ltd.,,EQ,NSE,Mainboard,2026-01-03
NHPC,NHPC Limited,,EQ,NSE,Mainboard,2026-01-03
NIACL,The New India Assurance Company Limited,,EQ,NSE,Mainboard,2026-01-03
NIBE,NIBE Limited,,EQ,NSE,Mainboard,2026-01-03
NIBL,NRB Industrial Bearings Limited,,EQ,NSE,Mainboard,2026-01-03
NIDAN,Nidan Laboratories and Healthcare Limited,INE0J6L01013,SM,NSE,SME,2026-01-03
NIITLTD,NIIT Limited,,EQ,NSE,Mainboard,2026-01-03
NIITMTS,NIIT Learning Systems Limited,,EQ,NSE,Mainboard,2026-01-03
NIKITA,NIKITA GREENTECH RECYCLING LIMITED,INE0FLF01015,ST,NSE,SME,2026-01-03
NILAINFRA,Nila Infrastructures Limited,,EQ,NSE,Mainboard,2026-01-03
NILASPACES,Nila Spaces Limited,,BE,NSE,Mainboard,2026-01-03
NILKAMAL,Nilkamal Limited,,EQ,NSE,Mainboard,2026-01-03
NINSYS,NINtec Systems Limited,,EQ,NSE,Mainboard,2026-01-03
NIPPOBATRY,Indo-National Limited,,EQ,NSE,Mainboard,2026-01-03
NIRAJ,Niraj Cement Structurals Limited,,EQ,NSE,Mainboard,2026-01-03
NIRAJISPAT,Niraj Ispat Industries Limited,,EQ,NSE,Mainboard,2026-01-03
NIRMAN,Nirman Agri Genetics Limited,INE0OK701014,SM,NSE,SME,2026-01-03
NITCO,Nitco Limited,,EQ,NSE,Mainboard,2026-01-03
NITINSPIN,Nitin Spinners Limited,,EQ,NSE,Mainboard,2026-01-03
NITIRAJ,Nitiraj Engineers Limited,,EQ,NSE,Mainboard,2026-01-03
NIVABUPA,Niva Bupa Health Insurance Company Limited,,EQ,NSE,Mainboard,2026-01-03
NKIND,NK Industries Limited,,EQ,NSE,Mainboard,2026-01-03
NLCINDIA,NLC India Limited,,EQ,NSE,Mainboard,2026-01-03
NMDC,NMDC Limited,,EQ,NSE,Mainboard,2026-01-03
NMSTEEL,Newmalayalam Steel Limited,INE0TP801012,SM,NSE,SME,2026-01-03
NOCIL,NOCIL Limited,,EQ,NSE,Mainboard,2026-01-03
NOIDATOLL,Noida Toll Bridge Company Limited,,EQ,NSE,Mainboard,2026-01-03
NORBTEAEXP,Norben Tea & Exports Limited,,BE,NSE,Mainboard,2026-01-03
NORTHARC,Northern Arc Capital Limited,,EQ,NSE,Mainboard,2026-01-03
NOVAAGRI,Nova Agritech Limited,,EQ,NSE,Mainboard,2026-01-03
NPST,Network People Services Technologies Limited,,EQ,NSE,Mainboard,2026-01-03
NRAIL,N R Agarwal Industries Limited,,EQ,NSE,Mainboard,2026-01-03
NRBBEARING,NRB Bearing Limited,,EQ,NSE,Mainboard,2026-01-03
NRL,Nupur Recyclers Limited,,EQ,NSE,Mainboard,2026-01-03
NRVANDANA,N R Vandana Tex Industries Limited,INE104101014,ST,NSE,SME,2026-01-03
NSIL,Nalwa Sons Investments Limited,,EQ,NSE,Mainboard,2026-01-03
NSLNISP,NMDC Steel Limited,,EQ,NSE,Mainboard,2026-01-03
NTPC,NTPC Limited,,EQ,NSE,Mainboard,2026-01-03
NTPCGREEN,NTPC Green Energy Limited,,EQ,NSE,Mainboard,2026-01-03
NUCLEUS,Nucleus Software Exports Limited,,EQ,NSE,Mainboard,2026-01-03
NURECA,Nureca Limited,,EQ,NSE,Mainboard,2026-01-03
NUVAMA,Nuvama Wealth Management Limited,,EQ,NSE,Mainboard,2026-01-03
NUVOCO,Nuvoco Vistas Corporation Limited,,EQ,NSE,Mainboard,2026-01-03
NYKAA,FSN E-Commerce Ventures Limited,,EQ,NSE,Mainboard,2026-01-03
OAL,Oriental Aromatics Limited,,EQ,NSE,Mainboard,2026-01-03
OBCL,Orissa Bengal Carrier Limited,,EQ,NSE,Mainboard,2026-01-03
OBEROIRLTY,Oberoi Realty Limited,,EQ,NSE,Mainboard,2026-01-03
OBSCP,OBSC Perfection Limited,INE0YHV01011,SM,NSE,SME,2026-01-03
OCCLLTD,OCCL Limited,,EQ,NSE,Mainboard,2026-01-03
ODIGMA,Odigma Consultancy Solutions Limited,,EQ,NSE,Mainboard,2026-01-03
OFSS,Oracle Financial Services Software Limited,,EQ,NSE,Mainboard,2026-01-03
OIL,Oil India Limited,,EQ,NSE,Mainboard,2026-01-03
OILCOUNTUB,Oil Country Tubular Limited,,EQ,NSE,Mainboard,2026-01-03
OLAELEC,Ola Electric Mobility Limited,,EQ,NSE,Mainboard,2026-01-03
OLECTRA,Olectra Greentech Limited,,EQ,NSE,Mainboard,2026-01-03
OLIL,Oneclick Logistics India Limited,INE0OPS01011,SM,NSE,SME,2026-01-03
OMAXAUTO,Omax Autos Limited,,EQ,NSE,Mainboard,2026-01-03
OMAXE,Omaxe Limited,,EQ,NSE,Mainboard,2026-01-03
OMFREIGHT,Om Freight Forwarders Limited,,EQ,NSE,Mainboard,2026-01-03
OMFURN,Omfurn India Limited,INE338Y01016,SM,NSE,SME,2026-01-03
OMINFRAL,OM INFRA LIMITED,,EQ,NSE,Mainboard,2026-01-03
OMKARCHEM,Omkar Speciality Chemicals Limited,,BZ,NSE,Mainboard,2026-01-03
ONDOOR,On Door Concepts Limited,INE00ER01015,SM,NSE,SME,2026-01-03
ONELIFECAP,Onelife Capital Advisors Limited,,BE,NSE,Mainboard,2026-01-03
ONEPOINT,One Point One Solutions Limited,,EQ,NSE,Mainboard,2026-01-03
ONESOURCE,Onesource Specialty Pharma Limited,,EQ,NSE,Mainboard,2026-01-03
ONGC,Oil & Natural Gas Corporation Limited,,EQ,NSE,Mainboard,2026-01-03
ONMOBILE,OnMobile Global Limited,,EQ,NSE,Mainboard,2026-01-03
ONWARDTEC,Onward Technologies Limited,,EQ,NSE,Mainboard,2026-01-03
ONYX,Onyx Biotec Limited,INE0WVU01018,SM,NSE,SME,2026-01-03
OPTIEMUS,Optiemus Infracom Limited,,EQ,NSE,Mainboard,2026-01-03
OPTIVALUE,Optivalue Tek Consulting Limited,INE15B101011,SM,NSE,SME,2026-01-03
ORBTEXP,Orbit Exports Limited,,EQ,NSE,Mainboard,2026-01-03
ORCHASP,Orchasp Limited,,EQ,NSE,Mainboard,2026-01-03
ORCHPHARMA,Orchid Pharma Limited,,EQ,NSE,Mainboard,2026-01-03
ORIANA,Oriana Power Limited,INE0OUT01019,SM,NSE,SME,2026-01-03
ORICONENT,Oricon Enterprises Limited,,BE,NSE,Mainboard,2026-01-03
ORIENTALTL,Oriental Trimex Limited,,EQ,NSE,Mainboard,2026-01-03
ORIENTBELL,Orient Bell Limited,,EQ,NSE,Mainboard,2026-01-03
ORIENTCEM,Orient Cement Limited,,EQ,NSE,Mainboard,2026-01-03
ORIENTCER,ORIENT CERATECH LIMITED,,EQ,NSE,Mainboard,2026-01-03
ORIENTELEC,Orient Electric Limited,,EQ,NSE,Mainboard,2026-01-03
ORIENTHOT,Oriental Hotels Limited,,EQ,NSE,Mainboard,2026-01-03
ORIENTLTD,Orient Press Limited,,EQ,NSE,Mainboard,2026-01-03
ORIENTPPR,Orient Paper & Industries Limited,,EQ,NSE,Mainboard,2026-01-03
ORIENTTECH,Orient Technologies Limited,,EQ,NSE,Mainboard,2026-01-03
ORISSAMINE,The Orissa Minerals Development Company Limited,,EQ,NSE,Mainboard,2026-01-03
ORKLAINDIA,Orkla India Limited,,EQ,NSE,Mainboard,2026-01-03
ORTINGLOBE,ORTIN GLOBAL LIMITED,,BE,NSE,Mainboard,2026-01-03
OSELDEVICE,Osel Devices Limited,INE0RMF01018,ST,NSE,SME,2026-01-03
OSIAHYPER,Osia Hyper Retail Limited,,EQ,NSE,Mainboard,2026-01-03
OSWALAGRO,Oswal Agro Mills Limited,,EQ,NSE,Mainboard,2026-01-03
OSWALGREEN,Oswal Greentech Limited,,EQ,NSE,Mainboard,2026-01-03
OSWALPUMPS,Oswal Pumps Limited,,EQ,NSE,Mainboard,2026-01-03
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,,EQ,NSE,Mainboard,2026-01-03
OWAIS,Owais Metal And Mineral Processing Limited,INE0R8M01017,SM,NSE,SME,2026-01-03
PACEDIGITK,Pace Digitek Limited,,EQ,NSE,Mainboard,2026-01-03
PAGEIND,Page Industries Limited,,EQ,NSE,Mainboard,2026-01-03
PAISALO,Paisalo Digital Limited,,EQ,NSE,Mainboard,2026-01-03
PAKKA,PAKKA LIMITED,,EQ,NSE,Mainboard,2026-01-03
PALASHSECU,Palash Securities Limited,,EQ,NSE,Mainboard,2026-01-03
PALREDTEC,Palred Technologies Limited,,EQ,NSE,Mainboard,2026-01-03
PANACEABIO,Panacea Biotec Limited,,EQ,NSE,Mainboard,2026-01-03
PANACHE,Panache Digilife Limited,,BE,NSE,Mainboard,2026-01-03
PANAMAPET,Panama Petrochem Limited,,EQ,NSE,Mainboard,2026-01-03
PANSARI,Pansari Developers Limited,,BE,NSE,Mainboard,2026-01-03
PAR,Par Drugs And Chemicals Limited,,EQ,NSE,Mainboard,2026-01-03
PARACABLES,Paramount Communications Limited,,EQ,NSE,Mainboard,2026-01-03
PARADEEP,Paradeep Phosphates Limited,,EQ,NSE,Mainboard,2026-01-03
PARAGMILK,Parag Milk Foods Limited,,EQ,NSE,Mainboard,2026-01-03
PARAGON,Paragon Fine and Speciality Chemical Limited,INE0N4G01012,SM,NSE,SME,2026-01-03
PARAMATRIX,Paramatrix Technologies Limited,INE0S2W01018,SM,NSE,SME,2026-01-03
PARAMOUNT,Paramount Dye Tec Limited,INE0TG801013,SM,NSE,SME,2026-01-03
PARAS,Paras Defence and Space Technologies Limited,,EQ,NSE,Mainboard,2026-01-03
PARASPETRO,Paras Petrofils Limited,,EQ,NSE,Mainboard,2026-01-03
PARIN,Parin Enterprises Limited,INE00U801010,ST,NSE,SME,2026-01-03
PARKHOSPS,Park Medi World Limited,,EQ,NSE,Mainboard,2026-01-03
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,,EQ,NSE,Mainboard,2026-01-03
PARSVNATH,Parsvnath Developers Limited,,EQ,NSE,Mainboard,2026-01-03
PARTH,Parth Electricals & Engineering Limited,INE1H7V01011,SM,NSE,SME,2026-01-03
PARTYCRUS,Party Cruisers Limited,INE06ZX01015,SM,NSE,SME,2026-01-03
PASHUPATI,Pashupati Cotspin Limited,,EQ,NSE,Mainboard,2026-01-03
PASUPTAC,Pasupati Acrylon Limited,,EQ,NSE,Mainboard,2026-01-03
PATANJALI,Patanjali Foods Limited,,EQ,NSE,Mainboard,2026-01-03
PATELENG,Patel Engineering Limited,,EQ,NSE,Mainboard,2026-01-03
PATELRMART,Patel Retail Limited,,EQ,NSE,Mainboard,2026-01-03
PATILAUTOM,Patil Automation Limited,INE17GV01016,SM,NSE,SME,2026-01-03
PATINTLOG,Patel Integrated Logistics Limited,,EQ,NSE,Mainboard,2026-01-03
PATTECH,Pattech Fitwell Tube Components Limited,INE0NZW01014,SM,NSE,SME,2026-01-03
PAUSHAKLTD,Paushak Limited,,EQ,NSE,Mainboard,2026-01-03
PAVNAIND,Pavna Industries Limited,,EQ,NSE,Mainboard,2026-01-03
PAYTM,One 97 Communications Limited,,EQ,NSE,Mainboard,2026-01-03
PCBL,PCBL Chemical Limited,,EQ,NSE,Mainboard,2026-01-03
PCCL,Petro Carbon and Chemicals Limited,INE998U01015,SM,NSE,SME,2026-01-03
PCJEWELLER,PC Jeweller Limited,,EQ,NSE,Mainboard,2026-01-03
PDMJEPAPER,Pudumjee Paper Products Limited,,EQ,NSE,Mainboard,2026-01-03
PDSL,PDS Limited,,EQ,NSE,Mainboard,2026-01-03
PEARLPOLY,Pearl Polymers Limited,,EQ,NSE,Mainboard,2026-01-03
PELATRO,Pelatro Limited,INE0VG601013,SM,NSE,SME,2026-01-03
PENIND,Pennar Industries Limited,,EQ,NSE,Mainboard,2026-01-03
PENINLAND,Peninsula Land Limited,,EQ,NSE,Mainboard,2026-01-03
PENTAGON,Pentagon Rubber Limited,INE0ORS01017,ST,NSE,SME,2026-01-03
PERFECT,Perfect Infraengineers Limited,INE925S01012,SZ,NSE,SME,2026-01-03
PERSISTENT,Persistent Systems Limited,,EQ,NSE,Mainboard,2026-01-03
PETRONET,Petronet LNG Limited,,EQ,NSE,Mainboard,2026-01-03
PFC,Power Finance Corporation Limited,,EQ,NSE,Mainboard,2026-01-03
PFIZER,Pfizer Limited,,EQ,NSE,Mainboard,2026-01-03
PFOCUS,Prime Focus Limited,,EQ,NSE,Mainboard,2026-01-03
PFS,PTC India Financial Services Limited,,EQ,NSE,Mainboard,2026-01-03
PGEL,PG Electroplast Limited,,EQ,NSE,Mainboard,2026-01-03
PGHH,Procter & Gamble Hygiene and Health Care Limited,,EQ,NSE,Mainboard,2026-01-03
PGHL,Procter & Gamble Health Limited,,EQ,NSE,Mainboard,2026-01-03
PGIL,Pearl Global Industries Limited,,EQ,NSE,Mainboard,2026-01-03
PHANTOMFX,Phantom Digital Effects Limited,INE0MLZ01019,SM,NSE,SME,2026-01-03
PHOENIXLTD,The Phoenix Mills Limited,,EQ,NSE,Mainboard,2026-01-03
PHOGLOBAL,Phoenix Overseas Limited,INE0FPO01018,SM,NSE,SME,2026-01-03
PICCADIL,Piccadily Agro Industries Limited,,EQ,NSE,Mainboard,2026-01-03
PIDILITIND,Pidilite Industries Limited,,EQ,NSE,Mainboard,2026-01-03
PIGL,Power & Instrumentation (Gujarat) Limited,,EQ,NSE,Mainboard,2026-01-03
PIIND,PI Industries Limited,,EQ,NSE,Mainboard,2026-01-03
PILANIINVS,Pilani Investment and Industries Corporation Limited,,EQ,NSE,Mainboard,2026-01-03
PILITA,PIL ITALICA LIFESTYLE LIMITED,,EQ,NSE,Mainboard,2026-01-03
PINELABS,Pine Labs Limited,,EQ,NSE,Mainboard,2026-01-03
PIONEEREMB,Pioneer Embroideries Limited,,EQ,NSE,Mainboard,2026-01-03
PIRAMALFIN,Piramal Finance Limited,,EQ,NSE,Mainboard,2026-01-03
PITTIENG,Pitti Engineering Limited,,EQ,NSE,Mainboard,2026-01-03
PIXTRANS,Pix Transmissions Limited,,EQ,NSE,Mainboard,2026-01-03
PKTEA,The Peria Karamalai Tea & Produce Company Limited,,EQ,NSE,Mainboard,2026-01-03
PLADAINFO,Plada Infotech Services Limited,INE0PXD01014,SM,NSE,SME,2026-01-03
PLASTIBLEN,Plastiblends India Limited,,EQ,NSE,Mainboard,2026-01-03
PLATIND,Platinum Industries Limited,,EQ,NSE,Mainboard,2026-01-03
PLAZACABLE,Plaza Wires Limited,,EQ,NSE,Mainboard,2026-01-03
PNB,Punjab National Bank,,EQ,NSE,Mainboard,2026-01-03
PNBHOUSING,PNB Housing Finance Limited,,EQ,NSE,Mainboard,2026-01-03
PNC,Pritish Nandy Communications Limited,,EQ,NSE,Mainboard,2026-01-03
PNCINFRA,PNC Infratech Limited,,EQ,NSE,Mainboard,2026-01-03
PNGJL,P N Gadgil Jewellers Limited,,EQ,NSE,Mainboard,2026-01-03
POCL,Pondy Oxides & Chemicals Limited,,EQ,NSE,Mainboard,2026-01-03
PODDARMENT,Poddar Pigments Limited,,EQ,NSE,Mainboard,2026-01-03
POKARNA,Pokarna Limited,,EQ,NSE,Mainboard,2026-01-03
POLICYBZR,PB Fintech Limited,,EQ,NSE,Mainboard,2026-01-03
POLYCAB,Polycab India Limited,,EQ,NSE,Mainboard,2026-01-03
POLYMED,Poly Medicure Limited,,EQ,NSE,Mainboard,2026-01-03
POLYPLEX,Polyplex Corporation Limited,,EQ,NSE,Mainboard,2026-01-03
POLYSIL,Polysil Irrigation Systems Limited,INE517M01028,ST,NSE,SME,2026-01-03
PONNIERODE,Ponni Sugars (Erode) Limited,,EQ,NSE,Mainboard,2026-01-03
POONAWALLA,Poonawalla Fincorp Limited,,EQ,NSE,Mainboard,2026-01-03
POSITRON,Positron Energy Limited,INE0S3H01017,SM,NSE,SME,2026-01-03
POWERGRID,Power Grid Corporation of India Limited,,EQ,NSE,Mainboard,2026-01-03
POWERINDIA,Hitachi Energy India Limited,,EQ,NSE,Mainboard,2026-01-03
POWERMECH,Power Mech Projects Limited,,EQ,NSE,Mainboard,2026-01-03
PPAP,PPAP Automotive Limited,,EQ,NSE,Mainboard,2026-01-03
PPL,Prakash Pipes Limited,,EQ,NSE,Mainboard,2026-01-03
PPLPHARMA,Piramal Pharma Limited,,EQ,NSE,Mainboard,2026-01-03
PPSL,Picturepost Studios Limited,INE0YAL01017,SM,NSE,SME,2026-01-03
PRABHA,Prabha Energy Limited,,EQ,NSE,Mainboard,2026-01-03
PRAENG,Prajay Engineers Syndicate Limited,,BE,NSE,Mainboard,2026-01-03
PRAJIND,Praj Industries Limited,,EQ,NSE,Mainboard,2026-01-03
PRAKASH,Prakash Industries Limited,,EQ,NSE,Mainboard,2026-01-03
PRAKASHSTL,Prakash Steelage Limited,,EQ,NSE,Mainboard,2026-01-03
PRAMARA,Pramara Promotions Limited,INE0O7A01017,SM,NSE,SME,2026-01-03
PRANIK,Pranik Logistics Limited,INE0VJG01014,SM,NSE,SME,2026-01-03
PRATHAM,Pratham EPC Projects Limited,INE0QA601016,SM,NSE,SME,2026-01-03
PRAXIS,Praxis Home Retail Limited,,EQ,NSE,Mainboard,2026-01-03
PRECAM,Precision Camshafts Limited,,EQ,NSE,Mainboard,2026-01-03
PRECISION,Precision Metaliks Limited,INE0HKW01018,SM,NSE,SME,2026-01-03
PRECOT,Precot Limited,,EQ,NSE,Mainboard,2026-01-03
PRECWIRE,Precision Wires India Limited,,EQ,NSE,Mainboard,2026-01-03
PREMEXPLN,Premier Explosives Limited,,EQ,NSE,Mainboard,2026-01-03
PREMIER,Premier Limited,,BE,NSE,Mainboard,2026-01-03
PREMIERENE,Premier Energies Limited,,EQ,NSE,Mainboard,2026-01-03
PREMIERPOL,Premier Polyfilm Limited,,EQ,NSE,Mainboard,2026-01-03
PREMIUM,Premium Plast Limited,INE0M1F01011,SM,NSE,SME,2026-01-03
PRESSTONIC,Presstonic Engineering Limited,INE0R1601012,SM,NSE,SME,2026-01-03
PRESTIGE,Prestige Estates Projects Limited,,EQ,NSE,Mainboard,2026-01-03
PRICOLLTD,Pricol Limited,,EQ,NSE,Mainboard,2026-01-03
