Symbol,Name,ISIN,Series,Exchange,Type,UpdatedAt
BANSWRAS,Banswara Syntex Limited,,EQ,NSE,Mainboard,2026-01-03
BARFLEX,Barflex Polyfilms Limited,INE0QX401014,SM,NSE,SME,2026-01-03
BASF,BASF India Limited,,EQ,NSE,Mainboard,2026-01-03
BASILIC,Basilic Fly Studio Limited,INE0OCC01013,SM,NSE,SME,2026-01-03
BASML,Bannari Amman Spinning Mills Limited,,EQ,NSE,Mainboard,2026-01-03
BATAINDIA,Bata India Limited,,EQ,NSE,Mainboard,2026-01-03
BAWEJA,Baweja Studios Limited,INE0JFJ01011,SM,NSE,SME,2026-01-03
BAYERCROP,Bayer Cropscience Limited,,EQ,NSE,Mainboard,2026-01-03
BBL,Bharat Bijlee Limited,,EQ,NSE,Mainboard,2026-01-03
BBOX,Black Box Limited,,EQ,NSE,Mainboard,2026-01-03
BBTC,Bombay Burmah Trading Corporation Limited,,EQ,NSE,Mainboard,2026-01-03
BBTCL,B&B Triplewall Containers Limited,,EQ,NSE,Mainboard,2026-01-03
BCG,Brightcom Group Limited,,EQ,NSE,Mainboard,2026-01-03
BCLIND,Bcl Industries Limited,,EQ,NSE,Mainboard,2026-01-03
BCONCEPTS,Brand Concepts Limited,,EQ,NSE,Mainboard,2026-01-03
BDL,Bharat Dynamics Limited,,EQ,NSE,Mainboard,2026-01-03
BEACON,Beacon Trusteeship Limited,INE639X01027,ST,NSE,SME,2026-01-03
BEARDSELL,Beardsell Limited,,EQ,NSE,Mainboard,2026-01-03
BECTORFOOD,Mrs. Bectors Food Specialities Limited,,EQ,NSE,Mainboard,2026-01-03
BEDMUTHA,Bedmutha Industries Limited,,EQ,NSE,Mainboard,2026-01-03
BEL,Bharat Electronics Limited,,EQ,NSE,Mainboard,2026-01-03
BELLACASA,Bella Casa Fashion & Retail Limited,,EQ,NSE,Mainboard,2026-01-03
BELRISE,Belrise Industries Limited,,EQ,NSE,Mainboard,2026-01-03
BEML,BEML Limited,,EQ,NSE,Mainboard,2026-01-03
BEPL,Bhansali Engineering Polymers Limited,,EQ,NSE,Mainboard,2026-01-03
BERGEPAINT,Berger Paints (I) Limited,,EQ,NSE,Mainboard,2026-01-03
BESTAGRO,Best Agrolife Limited,,EQ,NSE,Mainboard,2026-01-03
BETA,Beta Drugs Limited,,EQ,NSE,Mainboard,2026-01-03
BEWLTD,BEW Engineering Limited,INE0HQI01014,SM,NSE,SME,2026-01-03
BFINVEST,BF Investment Limited,,EQ,NSE,Mainboard,2026-01-03
BFUTILITIE,BF Utilities Limited,,BZ,NSE,Mainboard,2026-01-03
BGRENERGY,BGR Energy Systems Limited,,BE,NSE,Mainboard,2026-01-03
BHADORA,Bhadora Industries Limited,INE0ZRC01017,SM,NSE,SME,2026-01-03
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,,EQ,NSE,Mainboard,2026-01-03
BHAGERIA,Bhageria Industries Limited,,EQ,NSE,Mainboard,2026-01-03
BHAGYANGR,Bhagyanagar India Limited,,BE,NSE,Mainboard,2026-01-03
BHANDARI,Bhandari Hosiery Exports Limited,,EQ,NSE,Mainboard,2026-01-03
BHARATFORG,Bharat Forge Limited,,EQ,NSE,Mainboard,2026-01-03
BHARATGEAR,Bharat Gears Limited,,BE,NSE,Mainboard,2026-01-03
BHARATRAS,Bharat Rasayan Limited,,EQ,NSE,Mainboard,2026-01-03
BHARATSE,Bharat Seats Limited,,EQ,NSE,Mainboard,2026-01-03
BHARATWIRE,Bharat Wire Ropes Limited,,EQ,NSE,Mainboard,2026-01-03
BHARTIARTL,Bharti Airtel Limited,,EQ,NSE,Mainboard,2026-01-03
BHARTIHEXA,Bharti Hexacom Limited,,EQ,NSE,Mainboard,2026-01-03
BHEL,Bharat Heavy Electricals Limited,,EQ,NSE,Mainboard,2026-01-03
BIGBLOC,Bigbloc Construction Limited,,EQ,NSE,Mainboard,2026-01-03
BIKAJI,Bikaji Foods International Limited,,EQ,NSE,Mainboard,2026-01-03
BIKEWO,Bikewo Green Tech Limited,INE0SQH01013,SM,NSE,SME,2026-01-03
BIL,Bhartiya International Limited,,EQ,NSE,Mainboard,2026-01-03
BILVYAPAR,BIL VYAPAR LIMITED,,BE,NSE,Mainboard,2026-01-03
BIOCON,Biocon Limited,,EQ,NSE,Mainboard,2026-01-03
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,,EQ,NSE,Mainboard,2026-01-03
BIRDYS,Grill Splendour Services Limited,INE0PC901019,SM,NSE,SME,2026-01-03
BIRLACABLE,Birla Cable Limited,,EQ,NSE,Mainboard,2026-01-03
BIRLACORPN,Birla Corporation Limited,,EQ,NSE,Mainboard,2026-01-03
BIRLAMONEY,Aditya Birla Money Limited,,EQ,NSE,Mainboard,2026-01-03
BIRLANU,BirlaNu Limited,,EQ,NSE,Mainboard,2026-01-03
BLACKBUCK,BLACKBUCK LIMITED,,EQ,NSE,Mainboard,2026-01-03
BLAL,BEML Land Assets Limited,,EQ,NSE,Mainboard,2026-01-03
BLBLIMITED,BLB Limited,,EQ,NSE,Mainboard,2026-01-03
BLISSGVS,Bliss GVS Pharma Limited,,EQ,NSE,Mainboard,2026-01-03
BLKASHYAP,B. L. Kashyap and Sons Limited,,EQ,NSE,Mainboard,2026-01-03
BLS,BLS International Services Limited,,EQ,NSE,Mainboard,2026-01-03
BLSE,BLS E-Services Limited,,EQ,NSE,Mainboard,2026-01-03
BLUECOAST,Blue Coast Hotels Limited,,BE,NSE,Mainboard,2026-01-03
BLUEDART,Blue Dart Express Limited,,EQ,NSE,Mainboard,2026-01-03
BLUEJET,Blue Jet Healthcare Limited,,EQ,NSE,Mainboard,2026-01-03
BLUEPEBBLE,Blue Pebble Limited,INE0SAK01011,SM,NSE,SME,2026-01-03
BLUESTARCO,Blue Star Limited,,EQ,NSE,Mainboard,2026-01-03
BLUESTONE,BlueStone Jewellery and Lifestyle Limited,,EQ,NSE,Mainboard,2026-01-03
BLUEWATER,Blue Water Logistics Limited,INE0X3M01010,SM,NSE,SME,2026-01-03
BLUSPRING,Bluspring Enterprises Limited,,EQ,NSE,Mainboard,2026-01-03
BMETRICS,Bombay Metrics Supply Chain Limited,INE0I3Y01014,SM,NSE,SME,2026-01-03
BMWVENTLTD,BMW Ventures Limited,,EQ,NSE,Mainboard,2026-01-03
BODALCHEM,Bodal Chemicals Limited,,EQ,NSE,Mainboard,2026-01-03
BOHRAIND,Bohra Industries Limited,,EQ,NSE,Mainboard,2026-01-03
BOMDYEING,Bombay Dyeing & Mfg Company Limited,,EQ,NSE,Mainboard,2026-01-03
BORANA,Borana Weaves Limited,,BE,NSE,Mainboard,2026-01-03
BOROLTD,Borosil Limited,,EQ,NSE,Mainboard,2026-01-03
BORORENEW,BOROSIL RENEWABLES LIMITED,,EQ,NSE,Mainboard,2026-01-03
BOROSCI,Borosil Scientific Limited,,EQ,NSE,Mainboard,2026-01-03
BOSCH-HCIL,BOSCH HOME COMFORT INDIA LIMITED,,EQ,NSE,Mainboard,2026-01-03
BOSCHLTD,Bosch Limited,,EQ,NSE,Mainboard,2026-01-03
BOSS,Boss Packaging Solutions Limited,INE0QNI01012,SM,NSE,SME,2026-01-03
BPCL,Bharat Petroleum Corporation Limited,,EQ,NSE,Mainboard,2026-01-03
BPL,BPL Limited,,EQ,NSE,Mainboard,2026-01-03
BRACEPORT,Brace Port Logistics Limited,INE0R4Z01018,SM,NSE,SME,2026-01-03
BRIGADE,Brigade Enterprises Limited,,EQ,NSE,Mainboard,2026-01-03
BRIGHOTEL,Brigade Hotel Ventures Limited,,EQ,NSE,Mainboard,2026-01-03
BRITANNIA,Britannia Industries Limited,,EQ,NSE,Mainboard,2026-01-03
BRNL,Bharat Road Network Limited,,EQ,NSE,Mainboard,2026-01-03
BROOKS,Brooks Laboratories Limited,,EQ,NSE,Mainboard,2026-01-03
BSE,BSE Limited,,EQ,NSE,Mainboard,2026-01-03
BSHSL,Bombay Super Hybrid Seeds Limited,,EQ,NSE,Mainboard,2026-01-03
BSL,BSL Limited,,EQ,NSE,Mainboard,2026-01-03
BSOFT,BIRLASOFT LIMITED,,EQ,NSE,Mainboard,2026-01-03
BTML,Bodhi Tree Multimedia Limited,,EQ,NSE,Mainboard,2026-01-03
BULKCORP,Bulkcorp International Limited,INE0SZ301012,SM,NSE,SME,2026-01-03
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,,EQ,NSE,Mainboard,2026-01-03
BVCL,Barak Valley Cements Limited,,EQ,NSE,Mainboard,2026-01-03
BYKE,The Byke Hospitality Ltd,,EQ,NSE,Mainboard,2026-01-03
C2C,C2C Advanced Systems Limited,INE0U7V01015,SM,NSE,SME,2026-01-03
CADSYS,Cadsys (India) Limited,INE090Y01013,SM,NSE,SME,2026-01-03
CALSOFT,California Software Company Limited,,EQ,NSE,Mainboard,2026-01-03
CAMLINFINE,Camlin Fine Sciences Limited,,EQ,NSE,Mainboard,2026-01-03
CAMPUS,Campus Activewear Limited,,EQ,NSE,Mainboard,2026-01-03
CAMS,Computer Age Management Services Limited,,EQ,NSE,Mainboard,2026-01-03
CANARYS,Canarys Automations Limited,INE0QG301017,SM,NSE,SME,2026-01-03
CANBK,Canara Bank,,EQ,NSE,Mainboard,2026-01-03
CANFINHOME,Can Fin Homes Limited,,EQ,NSE,Mainboard,2026-01-03
CANHLIFE,Canara HSBC Life Insurance Company Limited,,EQ,NSE,Mainboard,2026-01-03
CANTABIL,Cantabil Retail India Limited,,EQ,NSE,Mainboard,2026-01-03
CAPACITE,Capacit'e Infraprojects Limited,,EQ,NSE,Mainboard,2026-01-03
CAPILLARY,Capillary Technologies India Limited,,EQ,NSE,Mainboard,2026-01-03
CAPITALSFB,Capital Small Finance Bank Limited,,EQ,NSE,Mainboard,2026-01-03
CAPLIPOINT,Caplin Point Laboratories Limited,,EQ,NSE,Mainboard,2026-01-03
CAPTRUST,Capital Trust Limited,,EQ,NSE,Mainboard,2026-01-03
CARBORUNIV,Carborundum Universal Limited,,EQ,NSE,Mainboard,2026-01-03
CARERATING,CARE Ratings Limited,,EQ,NSE,Mainboard,2026-01-03
CARRARO,Carraro India Limited,,EQ,NSE,Mainboard,2026-01-03
CARTRADE,Cartrade Tech Limited,,EQ,NSE,Mainboard,2026-01-03
CARYSIL,CARYSIL LIMITED,,EQ,NSE,Mainboard,2026-01-03
CASTROLIND,Castrol India Limited,,EQ,NSE,Mainboard,2026-01-03
CBAZAAR,Net Avenue Technologies Limited,INE518X01015,ST,NSE,SME,2026-01-03
CCCL,Consolidated Construction Consortium Limited,,BE,NSE,Mainboard,2026-01-03
CCHHL,Country Club Hospitality & Holidays Limited,,EQ,NSE,Mainboard,2026-01-03
CCL,CCL Products (India) Limited,,EQ,NSE,Mainboard,2026-01-03
CDSL,Central Depository Services (India) Limited,,EQ,NSE,Mainboard,2026-01-03
CEATLTD,CEAT Limited,,EQ,NSE,Mainboard,2026-01-03
CEDAAR,Cedaar Textile Limited,INE11J101017,SM,NSE,SME,2026-01-03
CEIGALL,Ceigall India Limited,,EQ,NSE,Mainboard,2026-01-03
CELEBRITY,Celebrity Fashions Limited,,EQ,NSE,Mainboard,2026-01-03
CELLECOR,Cellecor Gadgets Limited,INE0OMO01025,SM,NSE,SME,2026-01-03
CELLO,Cello World Limited,,EQ,NSE,Mainboard,2026-01-03
CELLPOINT,Cell Point (India) Limited,INE0O0001013,SM,NSE,SME,2026-01-03
CEMPRO,Cemindia Projects Limited,,EQ,NSE,Mainboard,2026-01-03
CENTENKA,Century Enka Limited,,EQ,NSE,Mainboard,2026-01-03
CENTEXT,Century Extrusions Limited,,BE,NSE,Mainboard,2026-01-03
CENTRALBK,Central Bank of India,,EQ,NSE,Mainboard,2026-01-03
CENTRUM,Centrum Capital Limited,,EQ,NSE,Mainboard,2026-01-03
CENTUM,Centum Electronics Limited,,EQ,NSE,Mainboard,2026-01-03
CENTURYPLY,Century Plyboards (India) Limited,,EQ,NSE,Mainboard,2026-01-03
CERA,Cera Sanitaryware Limited,,EQ,NSE,Mainboard,2026-01-03
CEREBRAINT,Cerebra Integrated Technologies Limited,,BZ,NSE,Mainboard,2026-01-03
CESC,CESC Limited,,EQ,NSE,Mainboard,2026-01-03
CEWATER,Concord Enviro Systems Limited,,EQ,NSE,Mainboard,2026-01-03
CGCL,Capri Global Capital Limited,,EQ,NSE,Mainboard,2026-01-03
CGPOWER,CG Power and Industrial Solutions Limited,,EQ,NSE,Mainboard,2026-01-03
CGRAPHICS,Creative Graphics Solutions India Limited,INE0R7401011,SM,NSE,SME,2026-01-03
CHALET,Chalet Hotels Limited,,EQ,NSE,Mainboard,2026-01-03
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,,EQ,NSE,Mainboard,2026-01-03
CHAMUNDA,Chamunda Electrical Limited,INE11HG01018,SM,NSE,SME,2026-01-03
CHANDAN,Chandan Healthcare Limited,INE0B2N01016,SM,NSE,SME,2026-01-03
CHAVDA,Chavda Infra Limited,INE0PT101017,SM,NSE,SME,2026-01-03
CHEMBOND,Chembond Material Technologies Limited,,EQ,NSE,Mainboard,2026-01-03
CHEMBONDCH,Chembond Chemicals Limited,,EQ,NSE,Mainboard,2026-01-03
CHEMCON,Chemcon Speciality Chemicals Limited,,EQ,NSE,Mainboard,2026-01-03
CHEMFAB,Chemfab Alkalis Limited,,EQ,NSE,Mainboard,2026-01-03
CHEMPLASTS,Chemplast Sanmar Limited,,EQ,NSE,Mainboard,2026-01-03
CHENNPETRO,Chennai Petroleum Corporation Limited,,EQ,NSE,Mainboard,2026-01-03
CHETANA,Chetana Education Limited,INE0U1T01012,SM,NSE,SME,2026-01-03
CHEVIOT,Cheviot Company Limited,,EQ,NSE,Mainboard,2026-01-03
CHOICEIN,Choice International Limited,,EQ,NSE,Mainboard,2026-01-03
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,,EQ,NSE,Mainboard,2026-01-03
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,,EQ,NSE,Mainboard,2026-01-03
CIEINDIA,CIE Automotive India Limited,,EQ,NSE,Mainboard,2026-01-03
CIFL,Capital India Finance Limited,,EQ,NSE,Mainboard,2026-01-03
CIGNITITEC,Cigniti Technologies Limited,,EQ,NSE,Mainboard,2026-01-03
CINELINE,Cineline India Limited,,EQ,NSE,Mainboard,2026-01-03
CINEVISTA,Cinevista Limited,,EQ,NSE,Mainboard,2026-01-03
CIPLA,Cipla Limited,,EQ,NSE,Mainboard,2026-01-03
CLASSICEIL,Classic Electrodes (India) Limited,INE0UQ601012,SM,NSE,SME,2026-01-03
CLEAN,Clean Science and Technology Limited,,EQ,NSE,Mainboard,2026-01-03
CLEDUCATE,CL Educate Limited,,EQ,NSE,Mainboard,2026-01-03
CLSEL,Chaman Lal Setia Exports Limited,,EQ,NSE,Mainboard,2026-01-03
CLSL,Crop Life Science Limited,INE00NH01017,SM,NSE,SME,2026-01-03
CMNL,Chaman Metallics Limited,INE06PV01010,SM,NSE,SME,2026-01-03
CMRSL,Cyber Media Research & Services Limited,INE075Z01011,SM,NSE,SME,2026-01-03
CMSINFO,CMS Info Systems Limited,,EQ,NSE,Mainboard,2026-01-03
CNL,Creative Newtech Limited,,EQ,NSE,Mainboard,2026-01-03
COALINDIA,Coal India Limited,,EQ,NSE,Mainboard,2026-01-03
COASTCORP,Coastal Corporation Limited,,BE,NSE,Mainboard,2026-01-03
COCHINSHIP,Cochin Shipyard Limited,,EQ,NSE,Mainboard,2026-01-03
COFFEEDAY,Coffee Day Enterprises Limited,,EQ,NSE,Mainboard,2026-01-03
COFORGE,Coforge Limited,,EQ,NSE,Mainboard,2026-01-03
COHANCE,Cohance Lifesciences Limited,,EQ,NSE,Mainboard,2026-01-03
COLPAL,Colgate Palmolive (India) Limited,,EQ,NSE,Mainboard,2026-01-03
COMMITTED,Committed Cargo Care Limited,INE597Z01014,SM,NSE,SME,2026-01-03
COMPINFO,Compuage Infocom Limited,,BZ,NSE,Mainboard,2026-01-03
COMPUSOFT,Compucom Software Limited,,EQ,NSE,Mainboard,2026-01-03
COMSYN,Commercial Syn Bags Limited,,BE,NSE,Mainboard,2026-01-03
CONCOR,Container Corporation of India Limited,,EQ,NSE,Mainboard,2026-01-03
CONCORDBIO,Concord Biotech Limited,,EQ,NSE,Mainboard,2026-01-03
CONFIPET,Confidence Petroleum India Limited,,EQ,NSE,Mainboard,2026-01-03
CONNPLEX,Connplex Cinemas Limited,INE0EAS01014,SM,NSE,SME,2026-01-03
CONSOFINVT,Consolidated Finvest & Holdings Limited,,EQ,NSE,Mainboard,2026-01-03
CONTI,Continental Seeds and Chemicals Limited,INE340Z01019,SM,NSE,SME,2026-01-03
CONTROLPR,Control Print Limited,,EQ,NSE,Mainboard,2026-01-03
COOLCAPS,Cool Caps Industries Limited,INE0HS001028,SM,NSE,SME,2026-01-03
CORALFINAC,Coral India Finance & Housing Limited,,EQ,NSE,Mainboard,2026-01-03
CORDSCABLE,Cords Cable Industries Limited,,EQ,NSE,Mainboard,2026-01-03
COROMANDEL,Coromandel International Limited,,EQ,NSE,Mainboard,2026-01-03
CORONA,CORONA Remedies Limited,,EQ,NSE,Mainboard,2026-01-03
COSMOFIRST,COSMO FIRST LIMITED,,EQ,NSE,Mainboard,2026-01-03
COUNCODOS,Country Condo's Limited,,EQ,NSE,Mainboard,2026-01-03
CPCAP,CP Capital Limited,,EQ,NSE,Mainboard,2026-01-03
CPEDU,Career Point Edutech Limited,,EQ,NSE,Mainboard,2026-01-03
CPPLUS,Aditya Infotech Limited,,EQ,NSE,Mainboard,2026-01-03
CPS,C P S Shapers Limited,INE0QBU01012,ST,NSE,SME,2026-01-03
CRAFTSMAN,Craftsman Automation Limited,,EQ,NSE,Mainboard,2026-01-03
CRAMC,Canara Robeco Asset Management Company Limited,,EQ,NSE,Mainboard,2026-01-03
CRAYONS,Crayons Advertising Limited,INE0OFK01019,SM,NSE,SME,2026-01-03
CREATIVEYE,Creative Eye Limited,,EQ,NSE,Mainboard,2026-01-03
CREDITACC,CREDITACCESS GRAMEEN LIMITED,,EQ,NSE,Mainboard,2026-01-03
CREST,Crest Ventures Limited,,EQ,NSE,Mainboard,2026-01-03
CRISIL,CRISIL Limited,,EQ,NSE,Mainboard,2026-01-03
CRIZAC,Crizac Limited,,EQ,NSE,Mainboard,2026-01-03
CROMPTON,Crompton Greaves Consumer Electricals Limited,,EQ,NSE,Mainboard,2026-01-03
CROWN,Crown Lifters Limited,,EQ,NSE,Mainboard,2026-01-03
CSBBANK,CSB Bank Limited,,EQ,NSE,Mainboard,2026-01-03
CSLFINANCE,CSL Finance Limited,,EQ,NSE,Mainboard,2026-01-03
CSSL,Clear Secured Services Limited,INE1EF801010,SM,NSE,SME,2026-01-03
CTE,Cambridge Technology Enterprises Limited,,EQ,NSE,Mainboard,2026-01-03
CUB,City Union Bank Limited,,EQ,NSE,Mainboard,2026-01-03
CUBEXTUB,Cubex Tubings Limited,,EQ,NSE,Mainboard,2026-01-03
CUDML,Cash Ur Drive Marketing Limited,INE0WL201014,SM,NSE,SME,2026-01-03
CUMMINSIND,Cummins India Limited,,EQ,NSE,Mainboard,2026-01-03
CUPID,Cupid Limited,,EQ,NSE,Mainboard,2026-01-03
CURAA,Cura Technologies Limited,,BE,NSE,Mainboard,2026-01-03
CURIS,Curis Lifesciences Limited,INE1BZN01016,SM,NSE,SME,2026-01-03
CURRENT,Current Infraprojects Limited,INE1CRQ01014,SM,NSE,SME,2026-01-03
CYBERMEDIA,Cyber Media (India) Limited,,EQ,NSE,Mainboard,2026-01-03
CYBERTECH,Cybertech Systems And Software Limited,,BE,NSE,Mainboard,2026-01-03
CYIENT,Cyient Limited,,EQ,NSE,Mainboard,2026-01-03
CYIENTDLM,Cyient DLM Limited,,EQ,NSE,Mainboard,2026-01-03
DABUR,Dabur India Limited,,EQ,NSE,Mainboard,2026-01-03
DALBHARAT,Dalmia Bharat Limited,,EQ,NSE,Mainboard,2026-01-03
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,,EQ,NSE,Mainboard,2026-01-03
DAMCAPITAL,Dam Capital Advisors Limited,,EQ,NSE,Mainboard,2026-01-03
DAMODARIND,Damodar Industries Limited,,EQ,NSE,Mainboard,2026-01-03
DANGEE,Dangee Dums Limited,,EQ,NSE,Mainboard,2026-01-03
DANISH,Danish Power Limited,INE0YU901016,SM,NSE,SME,2026-01-03
DATAMATICS,Datamatics Global Services Limited,,EQ,NSE,Mainboard,2026-01-03
DATAPATTNS,Data Patterns (India) Limited,,EQ,NSE,Mainboard,2026-01-03
DAVANGERE,Davangere Sugar Company Limited,,EQ,NSE,Mainboard,2026-01-03
DBCORP,D.B.Corp Limited,,EQ,NSE,Mainboard,2026-01-03
DBEIL,Deepak Builders & Engineers India Limited,,EQ,NSE,Mainboard,2026-01-03
DBL,Dilip Buildcon Limited,,EQ,NSE,Mainboard,2026-01-03
DBOL,Dhampur Bio Organics Limited,,EQ,NSE,Mainboard,2026-01-03
DBREALTY,Valor Estate Limited,,EQ,NSE,Mainboard,2026-01-03
DBSTOCKBRO,DB (International) Stock Brokers Limited,,EQ,NSE,Mainboard,2026-01-03
DCAL,Dishman Carbogen Amcis Limited,,EQ,NSE,Mainboard,2026-01-03
DCBBANK,DCB Bank Limited,,EQ,NSE,Mainboard,2026-01-03
DCCL,Dar Credit & Capital Limited,INE04Q901010,SM,NSE,SME,2026-01-03
DCG,DCG Cables & Wires Limited,INE0S8401018,SM,NSE,SME,2026-01-03
DCI,Dc Infotech And Communication Limited,,EQ,NSE,Mainboard,2026-01-03
DCM,DCM  Limited,,EQ,NSE,Mainboard,2026-01-03
DCMFINSERV,DCM Financial Services Limited,,EQ,NSE,Mainboard,2026-01-03
DCMNVL,DCM Nouvelle Limited,,EQ,NSE,Mainboard,2026-01-03
DCMSHRIRAM,DCM Shriram Limited,,EQ,NSE,Mainboard,2026-01-03
DCMSRIND,DCM Shriram Industries Limited,,BE,NSE,Mainboard,2026-01-03
DCW,DCW Limited,,EQ,NSE,Mainboard,2026-01-03
DCXINDIA,DCX Systems Limited,,EQ,NSE,Mainboard,2026-01-03
DDEVPLSTIK,Ddev Plastiks Industries Limited,,EQ,NSE,Mainboard,2026-01-03
DECCANCE,Deccan Cements Limited,,EQ,NSE,Mainboard,2026-01-03
DECCANTRAN,Deccan Transcon Leasing Limited,INE0S7C01019,SM,NSE,SME,2026-01-03
DEEDEV,DEE Development Engineers Limited,,EQ,NSE,Mainboard,2026-01-03
DEEM,Deem Roll Tech Limited,INE586O01011,SM,NSE,SME,2026-01-03
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,,EQ,NSE,Mainboard,2026-01-03
DEEPAKNTR,Deepak Nitrite Limited,,EQ,NSE,Mainboard,2026-01-03
DEEPINDS,Deep Industries Limited,,EQ,NSE,Mainboard,2026-01-03
DELAPLEX,Delaplex Limited,INE0SK801018,SM,NSE,SME,2026-01-03
DELHIVERY,Delhivery Limited,,EQ,NSE,Mainboard,2026-01-03
DELPHIFX,DELPHI WORLD MONEY LIMITED,,EQ,NSE,Mainboard,2026-01-03
DELTACORP,Delta Corp Limited,,EQ,NSE,Mainboard,2026-01-03
DELTAMAGNT,Delta Manufacturing Limited,,EQ,NSE,Mainboard,2026-01-03
DELTIC,Delta Autocorp Limited,INE0XRN01019,SM,NSE,SME,2026-01-03
DEN,Den Networks Limited,,EQ,NSE,Mainboard,2026-01-03
DENEERS,De Neers Tools Limited,INE0JWV01011,SM,NSE,SME,2026-01-03
DENORA,De Nora India Limited,,EQ,NSE,Mainboard,2026-01-03
DENTA,Denta Water and Infra Solutions Limited,,EQ,NSE,Mainboard,2026-01-03
DENTALKART,Vasa Denticity Limited,INE0N5801013,SM,NSE,SME,2026-01-03
DESTINY,Destiny Logistics & Infra Limited,INE0IGO01011,SM,NSE,SME,2026-01-03
DEVIT,Dev Information Technology Limited,,EQ,NSE,Mainboard,2026-01-03
DEVX,Dev Accelerator Limited,,EQ,NSE,Mainboard,2026-01-03
DEVYANI,Devyani International Limited,,EQ,NSE,Mainboard,2026-01-03
DGCONTENT,Digicontent Limited,,EQ,NSE,Mainboard,2026-01-03
DHAMPURSUG,Dhampur Sugar Mills Limited,,EQ,NSE,Mainboard,2026-01-03
DHANBANK,Dhanlaxmi Bank Limited,,EQ,NSE,Mainboard,2026-01-03
DHANLAXMI,Dhanlaxmi Crop Science Limited,INE0V9V01010,SM,NSE,SME,2026-01-03
DHANUKA,Dhanuka Agritech Limited,,EQ,NSE,Mainboard,2026-01-03
DHARAN,DHARAN INFRA-EPC LIMITED,,BZ,NSE,Mainboard,2026-01-03
DHARARAIL,Dhara Rail Projects Limited,INE2HJL01019,ST,NSE,SME,2026-01-03
DHARIWAL,Dhariwalcorp Limited,INE0YRN01017,ST,NSE,SME,2026-01-03
DHARMAJ,Dharmaj Crop Guard Limited,,EQ,NSE,Mainboard,2026-01-03
DHRUV,Dhruv Consultancy Services Limited,,EQ,NSE,Mainboard,2026-01-03
DHTL,Docmode Health Technologies Limited,INE0OGG01015,ST,NSE,SME,2026-01-03
DHUNINV,Dhunseri Investments Limited,,EQ,NSE,Mainboard,2026-01-03
DIACABS,Diamond Power Infrastructure Limited,,EQ,NSE,Mainboard,2026-01-03
DIAMINESQ,Diamines & Chemicals Limited,,EQ,NSE,Mainboard,2026-01-03
DIAMONDYD,Prataap Snacks Limited,,EQ,NSE,Mainboard,2026-01-03
DICIND,DIC India Limited,,EQ,NSE,Mainboard,2026-01-03
DIFFNKG,Diffusion Engineers Limited,,EQ,NSE,Mainboard,2026-01-03
DIGIDRIVE,Digidrive Distributors Limited,,EQ,NSE,Mainboard,2026-01-03
DIGIKORE,Digikore Studios Limited,INE0QJ901011,SM,NSE,SME,2026-01-03
DIGISPICE,DiGiSPICE Technologies Limited,,EQ,NSE,Mainboard,2026-01-03
DIGITIDE,Digitide Solutions Limited,,EQ,NSE,Mainboard,2026-01-03
DIGJAMLMTD,Digjam Limited,,EQ,NSE,Mainboard,2026-01-03
DIL,Debock Industries Limited,,BZ,NSE,Mainboard,2026-01-03
DIRL,Dhanuka Infra Realty Limited,INE704V01015,SM,NSE,SME,2026-01-03
DISHTV,Dish TV India Limited,,EQ,NSE,Mainboard,2026-01-03
DIVGIITTS,Divgi Torqtransfer Systems Limited,,EQ,NSE,Mainboard,2026-01-03
DIVINEHIRA,Divine Hira Jewellers Limited,INE0NA501011,ST,NSE,SME,2026-01-03
DIVISLAB,Divi's Laboratories Limited,,EQ,NSE,Mainboard,2026-01-03
DIVYADHAN,Divyadhan Recycling Industries Limited,INE0QYI01019,SM,NSE,SME,2026-01-03
DIXON,Dixon Technologies (India) Limited,,EQ,NSE,Mainboard,2026-01-03
DJML,DJ Mediaprint & Logistics Limited,,EQ,NSE,Mainboard,2026-01-03
DKEGL,D.K. Enterprises Global Limited,INE0GN101014,SM,NSE,SME,2026-01-03
DLF,DLF Limited,,EQ,NSE,Mainboard,2026-01-03
DLINKINDIA,D-Link (India) Limited,,EQ,NSE,Mainboard,2026-01-03
DMART,Avenue Supermarts Limited,,EQ,NSE,Mainboard,2026-01-03
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,,EQ,NSE,Mainboard,2026-01-03
DNAMEDIA,Diligent Media Corporation Limited,,EQ,NSE,Mainboard,2026-01-03
DODLA,Dodla Dairy Limited,,EQ,NSE,Mainboard,2026-01-03
DOLATALGO,Dolat Algotech Limited,,EQ,NSE,Mainboard,2026-01-03
DOLLAR,Dollar Industries Limited,,EQ,NSE,Mainboard,2026-01-03
DOLLEX,Dollex Agrotech Limited,INE0JHH01011,SM,NSE,SME,2026-01-03
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,,EQ,NSE,Mainboard,2026-01-03
